Provinsi,Kab Kota,Kecamatan,Desa,Tanggal,Waktu,Satelit,Confidence,Latitude,Longitude,TN,TX,TAVG,RR,FF_AVG,Confidence_encoded
Kalimantan Barat,SINTANG,Ketungau Hilir,Beluh Mulyo,18/07/2023,13:37 WIB,NASA-NOAA20,high,0.4597,11149659.0,,,22.6,33.8,28.0,1
Kalimantan Barat,KUBU RAYA,Sungai Raya,Mekar Sari,12/08/2023,21:44 WIB,NASA-MODIS,high,-0.23899,10944361.0,,,23.1,33.0,25.9,1
Kalimantan Barat,KETAPANG,Sandai,Pendamaran Indah,28/08/2023,12:27 WIB,NASA-NOAA20,high,-113393.0,11062012.0,,,24.2,33.8,28.3,1
Kalimantan Barat,MELAWI,Sokan,Teluk Pongkal,19/08/2023,13:12 WIB,NASA-MODIS,high,-0.95803,1114016.0,,,24.7,35.2,29.2,1
Kalimantan Barat,MELAWI,Tanah Pinoh Barat,Pelita Jaya,13/08/2023,13:50 WIB,NASA-NOAA20,high,-0.75083,11153062.0,,,23.1,34.5,28.1,1
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Nanjung,24/07/2023,21:52 WIB,NASA-MODIS,high,-213764.0,11012641.0,,,24.8,32.8,28.3,1
Kalimantan Barat,KETAPANG,Tumbang Titi,Titi Baru,13/08/2023,13:50 WIB,NASA-NOAA20,high,-18622.0,11062466.0,,,22.6,33.2,27.2,1
Kalimantan Barat,KUBU RAYA,Sungai Raya,Sungaibulan,26/07/2023,21:37 WIB,NASA-MODIS,high,-0.31816,10946907.0,,,23.4,34.0,28.1,1
Kalimantan Barat,KETAPANG,Kendawangan,Seriam,12/08/2023,12:27 WIB,NASA-NOAA20,high,-27051.0,11041655.0,,,22.5,32.3,26.6,1
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Besar,21/08/2023,12:59 WIB,NASA-NOAA20,high,-190936.0,11015162.0,,,24.3,33.8,28.6,1
Kalimantan Barat,KETAPANG,Hulu Sungai,Sekukun,24/08/2023,13:25 WIB,NASA-MODIS,high,-129754.0,11080869.0,,,24.9,34.0,28.7,1
Kalimantan Barat,KETAPANG,Sandai,Muara Jekak,24/08/2023,13:25 WIB,NASA-MODIS,high,-116475.0,11057906.0,,,24.9,34.0,28.7,1
Kalimantan Tengah,BARITO SELATAN,Gunung Bintang Awai,Patas I,31/08/2023,13:25 WIB,NASA-MODIS,high,-15284.0,11520761.0,,,24.0,35.0,28.9,1
Kalimantan Barat,SINTANG,Kayan Hulu,Nanga Tebidah,05/08/2023,13:16 WIB,NASA-MODIS,high,-0.14434,11208699.0,,,21.8,34.6,27.7,1
Kalimantan Barat,MELAWI,Sokan,Teluk Pongkal,12/08/2023,13:14 WIB,NASA-MODIS,high,-0.94916,11140452.0,,,23.0,34.0,27.5,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Labai Hilir,13/08/2023,13:57 WIB,NASA-MODIS,high,-0.5022,11000619.0,,,22.6,33.2,27.2,1
Kalimantan Barat,SINTANG,Serawai,Muara Kota,19/08/2023,13:12 WIB,NASA-MODIS,high,-0.30153,11241708.0,,,23.2,33.5,26.9,1
Kalimantan Barat,SINTANG,Serawai,Merako Jaya,12/08/2023,13:14 WIB,NASA-MODIS,high,-0.33069,1126586.0,,,22.0,33.6,26.6,1
Kalimantan Barat,SINTANG,Ambalau,Nanga Ambalau,31/07/2023,13:03 WIB,NASA-MODIS,high,-0.26691,11276021.0,,,21.2,34.2,27.4,1
Kalimantan Barat,KETAPANG,Nanga Tayap,Sepakat Jaya,17/08/2023,13:27 WIB,NASA-MODIS,high,-134975.0,11071326.0,,,24.4,33.8,28.0,1
Kalimantan Barat,KETAPANG,Kendawangan,Danau Buntar,22/08/2023,01:19 WIB,NASA-MODIS,high,-258517.0,11087325.0,,,24.2,34.4,28.5,1
Kalimantan Barat,KETAPANG,Sandai,Muara Jekak,29/08/2023,13:40 WIB,NASA-MODIS,high,-12212.0,11056081.0,,,23.6,34.8,29.0,1
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Besar,31/07/2023,21:44 WIB,NASA-MODIS,high,-0.21557,1092552.0,,,22.3,33.6,27.2,1
Kalimantan Barat,KETAPANG,Hulu Sungai,Lubuk Kakap,17/08/2023,13:27 WIB,NASA-MODIS,high,-127925.0,11114015.0,,,24.4,33.8,28.0,1
Kalimantan Barat,SINTANG,Ambalau,Nanga Kemangai,30/08/2023,13:31 WIB,NASA-NOAA20,high,-0.28523,11272013.0,,,22.4,35.0,28.0,1
Kalimantan Barat,MELAWI,Ella Hilir,Kerangan Kora,31/08/2023,21:33 WIB,NASA-MODIS,high,-0.68038,11206375.0,,,24.6,34.9,29.1,1
Kalimantan Barat,SINTANG,Ketungau Tengah,Radin Jaya,31/08/2023,13:25 WIB,NASA-MODIS,high,0.7697,11157042.0,,,22.6,35.0,28.7,1
Kalimantan Barat,MELAWI,Menukung,Lihai,05/08/2023,13:16 WIB,NASA-MODIS,high,-0.397,11218104.0,,,23.6,35.0,28.9,1
Kalimantan Barat,SINTANG,Ketungau Hulu,Engkeruh,31/07/2023,13:03 WIB,NASA-MODIS,high,0.93348,11104985.0,,,21.2,34.2,27.4,1
Kalimantan Barat,KETAPANG,Nanga Tayap,Sebadak Raya,17/08/2023,13:27 WIB,NASA-MODIS,high,-134846.0,11072224.0,,,24.4,33.8,28.0,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Hilir,15/08/2023,13:42 WIB,NASA-MODIS,high,-0.54815,11019765.0,,,23.0,33.4,27.7,1
Kalimantan Barat,KETAPANG,Tumbang Titi,Mahawa,03/06/2023,13:25 WIB,NASA-MODIS,high,-189973.0,11062084.0,,,26.1,34.5,29.4,1
Kalimantan Utara,BULUNGAN,Tanjung Selor,Gunung Seriang,30/08/2023,11:51 WIB,NASA-NOAA20,high,263218.0,11737927.0,,,25.4,35.8,29.3,1
Kalimantan Barat,MELAWI,Ella Hilir,Nanga Kempangai,05/08/2023,13:16 WIB,NASA-MODIS,high,-0.61763,11212633.0,,,23.6,35.0,28.9,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Kenanga,13/08/2023,13:57 WIB,NASA-MODIS,high,-0.62972,11055357.0,,,22.6,33.2,27.2,1
Kalimantan Barat,KETAPANG,Simpang Dua,Mekar Raya,29/08/2023,13:50 WIB,NASA-NOAA20,high,-0.8744,11035312.0,,,23.6,34.8,29.0,1
Kalimantan Barat,SINTANG,Serawai,Nanga Segulang,30/08/2023,13:31 WIB,NASA-NOAA20,high,-0.46589,11254768.0,,,22.4,35.0,28.0,1
Kalimantan Utara,BULUNGAN,Tanjung Palas Timur,Pura Sajau,30/08/2023,11:51 WIB,NASA-NOAA20,high,266805.0,11762822.0,,,25.4,35.8,29.3,1
Kalimantan Barat,SINTANG,Ambalau,Dahtah Bungai,14/08/2023,13:31 WIB,NASA-NOAA20,high,-0.27271,11285573.0,,,22.2,32.4,26.2,1
Kalimantan Barat,SINTANG,Kayan Hilir,Batu Netak,31/07/2023,13:03 WIB,NASA-MODIS,high,0.14144,11200936.0,,,21.2,34.2,27.4,1
Kalimantan Barat,KETAPANG,Sungai Laur,Tanjung Maju,12/08/2023,12:27 WIB,NASA-NOAA20,high,-0.69011,11047625.0,,,22.5,32.3,26.6,1
Kalimantan Utara,NUNUKAN,Krayan Tengah,Long Padi,31/07/2023,13:03 WIB,NASA-MODIS,high,371324.0,11584149.0,,,25.4,32.3,28.0,1
Kalimantan Barat,SINTANG,Ketungau Tengah,Begelang Jaya,29/07/2023,13:16 WIB,NASA-MODIS,high,0.61469,1112951.0,,,21.3,33.0,27.1,1
Kalimantan Barat,MELAWI,Belimbing,Nanga Pau,12/08/2023,13:14 WIB,NASA-MODIS,high,-0.52109,11146729.0,,,23.0,34.0,27.5,1
Kalimantan Barat,SINTANG,Ketungau Hilir,Bukit Sidin Permai,17/08/2023,13:27 WIB,NASA-MODIS,high,0.57124,1115084.0,,,23.2,33.8,27.3,1
Kalimantan Barat,SINTANG,Kayan Hulu,Nanga Toran,29/07/2023,13:16 WIB,NASA-MODIS,high,-0.06632,11205653.0,,,21.3,33.0,27.1,1
Kalimantan Barat,SINTANG,Ketungau Hulu,Sejawak,31/08/2023,13:25 WIB,NASA-MODIS,high,0.88787,11123977.0,,,22.6,35.0,28.7,1
Kalimantan Barat,MELAWI,Belimbing Hulu,Nanga Tikan,29/07/2023,13:16 WIB,NASA-MODIS,high,-0.44592,11160343.0,,,22.5,33.8,27.0,1
Kalimantan Barat,MELAWI,Menukung,Sungai Sampuk,30/08/2023,13:31 WIB,NASA-NOAA20,high,-0.35285,11231097.0,,,24.4,34.5,29.0,1
Kalimantan Barat,KETAPANG,Jelai Hulu,Tebing Berseri,12/08/2023,12:27 WIB,NASA-NOAA20,high,-197571.0,1108521.0,,,22.5,32.3,26.6,1
Kalimantan Barat,SAMBAS,Paloh,Mentibar,25/06/2023,21:48 WIB,NASA-MODIS,high,166094.0,10926562.0,,,23.9,33.4,28.0,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Botuh Bosi,29/08/2023,13:50 WIB,NASA-NOAA20,high,-0.52828,11031551.0,,,23.6,34.8,29.0,1
Kalimantan Barat,KETAPANG,Sungai Laur,Sungai Daka,17/08/2023,13:27 WIB,NASA-MODIS,high,-0.98835,11047417.0,,,24.4,33.8,28.0,1
Kalimantan Barat,KETAPANG,Sungai Laur,Bayun Sari,12/08/2023,13:14 WIB,NASA-MODIS,high,-103598.0,11044279.0,,,22.5,32.3,26.6,1
Kalimantan Barat,KETAPANG,Hulu Sungai,Senduruhan,17/08/2023,13:27 WIB,NASA-MODIS,high,-0.79679,11065139.0,,,24.4,33.8,28.0,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Semandang Hulu,19/08/2023,13:37 WIB,NASA-NOAA20,high,-0.56231,11047926.0,,,24.3,34.0,28.9,1
Kalimantan Barat,SINTANG,Kayan Hulu,Buluh Merindu,05/08/2023,13:16 WIB,NASA-MODIS,high,-0.04611,11212548.0,,,21.8,34.6,27.7,1
Kalimantan Barat,KETAPANG,Manis Mata,Pakit Selaba,29/07/2023,13:16 WIB,NASA-MODIS,high,-221608.0,11102647.0,,,23.7,33.6,28.3,1
Kalimantan Barat,KETAPANG,Nanga Tayap,Nanga Tayap,12/08/2023,13:14 WIB,NASA-MODIS,high,-155847.0,11056763.0,,,22.5,32.3,26.6,1
Kalimantan Barat,KETAPANG,Hulu Sungai,Beginci Darat,31/08/2023,13:25 WIB,NASA-MODIS,high,-130802.0,11108852.0,,,24.1,33.6,28.5,1
Kalimantan Barat,KETAPANG,Sungai Melayu Rayak,Sungai Melayu,15/08/2023,13:42 WIB,NASA-MODIS,high,-184374.0,11035623.0,,,23.0,33.4,27.7,1
Kalimantan Barat,MELAWI,Sayan,Tumbak Raya,29/07/2023,13:31 WIB,NASA-NOAA20,high,-0.79838,11169225.0,,,22.5,33.8,27.0,1
Kalimantan Barat,MELAWI,Sayan,Nanga Sayan,12/08/2023,13:14 WIB,NASA-MODIS,high,-0.70689,11166354.0,,,23.0,34.0,27.5,1
Kalimantan Barat,SINTANG,Ketungau Tengah,Kayu Dujung,31/07/2023,13:03 WIB,NASA-MODIS,high,0.79821,11163802.0,,,21.2,34.2,27.4,1
Kalimantan Barat,MELAWI,Ella Hilir,Perembang Nyuruh,10/08/2023,09:38 WIB,NASA-MODIS,high,-0.5683,11212706.0,,,24.5,34.0,27.6,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Merawa,05/08/2023,13:16 WIB,NASA-MODIS,high,-0.48432,11044901.0,,,24.9,34.2,28.4,1
Kalimantan Barat,SINTANG,Tempunak,Kuala Tiga,28/07/2023,13:50 WIB,NASA-NOAA20,high,-0.25409,11129333.0,,,22.6,32.2,27.4,1
Kalimantan Barat,MELAWI,Belimbing,Nanga Entebah,08/08/2023,13:44 WIB,NASA-MODIS,high,-0.40926,11135986.0,,,22.8,33.4,28.3,1
Kalimantan Barat,KETAPANG,Marau,Runjai Jaya,03/08/2023,13:37 WIB,NASA-NOAA20,high,-209708.0,11083342.0,,,22.9,34.0,27.6,1
Kalimantan Barat,KETAPANG,Kendawangan,Banjar Sari,15/08/2023,13:42 WIB,NASA-MODIS,high,-247571.0,11024128.0,,,23.0,33.4,27.7,1
Kalimantan Barat,SINTANG,Ketungau Hulu,Empunak Tapang Keladan,31/08/2023,13:25 WIB,NASA-MODIS,high,0.83965,11103442.0,,,22.6,35.0,28.7,1
Kalimantan Barat,KUBU RAYA,Sungai Raya,Limbung,19/08/2023,21:35 WIB,NASA-MODIS,high,-0.17117,10936014.0,,,24.0,34.4,27.4,1
Kalimantan Barat,SINTANG,Serawai,Nanga Riyoi,19/08/2023,13:12 WIB,NASA-MODIS,high,-0.37878,11271615.0,,,23.2,33.5,26.9,1
Kalimantan Barat,SINTANG,Dedai,Kumpang,31/08/2023,13:25 WIB,NASA-MODIS,high,-0.05964,11175454.0,,,22.6,35.0,28.7,1
Kalimantan Barat,SINTANG,Kayan Hulu,Nanga Ungai,29/07/2023,13:16 WIB,NASA-MODIS,high,-0.08835,11209792.0,,,21.3,33.0,27.1,1
Kalimantan Utara,BULUNGAN,Tanjung Palas Barat,Long Pari,31/08/2023,13:14 WIB,NASA-NOAA20,high,289732.0,11717825.0,,,24.2,35.4,28.8,1
Kalimantan Timur,BERAU,Gunung Tabur,Kelurahan Gunung Tabur,30/08/2023,12:42 WIB,NASA-MODIS,high,224414.0,1175184.0,,,24.0,36.2,29.2,1
Kalimantan Timur,BERAU,Gunung Tabur,Samburakat,30/08/2023,11:51 WIB,NASA-NOAA20,high,220135.0,11757343.0,,,24.0,36.2,29.2,1
Kalimantan Barat,KAPUAS HULU,Silat Hulu,Dangkan Kota,27/07/2023,13:31 WIB,NASA-MODIS,high,0.21905,1120276.0,,,23.9,35.1,29.2,1
Kalimantan Barat,SINTANG,Ketungau Tengah,Wana Bhakti,31/08/2023,13:25 WIB,NASA-MODIS,high,0.85187,11149747.0,,,22.6,35.0,28.7,1
Kalimantan Barat,MELAWI,Ella Hilir,Kahiya,13/08/2023,01:11 WIB,NASA-NOAA20,high,-0.49729,11196352.0,,,23.1,34.5,28.1,1
Kalimantan Timur,BERAU,Segah,Batu Rajang,04/08/2023,13:20 WIB,NASA-NOAA20,high,2061.0,11709026.0,,,24.6,35.6,28.6,1
Kalimantan Barat,KUBU RAYA,Sungai Raya,Limbung,21/08/2023,12:59 WIB,NASA-NOAA20,high,-0.15973,1093753.0,,,24.1,34.4,27.2,1
Kalimantan Barat,KETAPANG,Pemahan,Muara Gerunggang,03/08/2023,13:29 WIB,NASA-MODIS,high,-167659.0,11052111.0,,,22.9,34.0,27.6,1
Kalimantan Barat,SINTANG,Serawai,Rantau Malam,30/08/2023,13:31 WIB,NASA-NOAA20,high,-0.48806,11258109.0,,,22.4,35.0,28.0,1
Kalimantan Barat,SAMBAS,Teluk Keramat,Sungai Baru,13/08/2023,13:57 WIB,NASA-MODIS,high,137832.0,10915936.0,,,23.4,33.4,27.7,1
Kalimantan Barat,MELAWI,Ella Hilir,Bemban Permai,29/07/2023,13:16 WIB,NASA-MODIS,high,-0.56913,11202638.0,,,22.5,33.8,27.0,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Kenanga,29/07/2023,13:16 WIB,NASA-MODIS,high,-0.67209,1105303.0,,,23.7,33.6,28.3,1
Kalimantan Barat,KETAPANG,Sungai Laur,Bayun Sari,15/08/2023,13:12 WIB,NASA-NOAA20,high,-101534.0,11047895.0,,,23.0,33.4,27.7,1
Kalimantan Barat,SINTANG,Ambalau,Purut Beribit,30/08/2023,13:31 WIB,NASA-NOAA20,high,-0.15004,11275687.0,,,22.4,35.0,28.0,1
Kalimantan Utara,NUNUKAN,Krayan Tengah,Long Mutan,29/07/2023,11:51 WIB,NASA-NOAA20,high,371272.0,11585788.0,,,24.9,32.4,28.2,1
Kalimantan Barat,SINTANG,Ketungau Tengah,Landau Temiang,31/08/2023,13:25 WIB,NASA-MODIS,high,0.72298,11169198.0,,,22.6,35.0,28.7,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Legong,13/08/2023,12:10 WIB,NASA-NOAA20,high,-0.62559,11050977.0,,,22.6,33.2,27.2,1
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Pelang,21/08/2023,12:59 WIB,NASA-MODIS,high,-189673.0,11011067.0,,,24.3,33.8,28.6,1
Kalimantan Barat,SINTANG,Kayan Hulu,Kebarau,08/08/2023,13:44 WIB,NASA-MODIS,high,-0.13536,11207146.0,,,23.6,33.8,28.0,1
Kalimantan Barat,SINTANG,Ketungau Tengah,Bakti Senabung,29/07/2023,13:16 WIB,NASA-MODIS,high,0.53946,11134191.0,,,21.3,33.0,27.1,1
Kalimantan Barat,SINTANG,Ambalau,Pulou Sabhang,31/07/2023,13:03 WIB,NASA-MODIS,high,-0.10954,11274474.0,,,21.2,34.2,27.4,1
Kalimantan Barat,MELAWI,Sayan,Nanga Raku,24/08/2023,13:25 WIB,NASA-MODIS,high,-0.78811,1117897.0,,,24.8,35.2,28.7,1
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Besar,17/08/2023,13:27 WIB,NASA-MODIS,high,-191248.0,11013346.0,,,24.4,33.8,28.0,1
Kalimantan Barat,MELAWI,Ella Hilir,Nanga Nyuruh,01/08/2023,12:33 WIB,NASA-NOAA20,high,-0.51109,11207652.0,,,22.4,34.6,28.9,1
Kalimantan Barat,KETAPANG,Nanga Tayap,Tajok Kayong,12/08/2023,13:14 WIB,NASA-MODIS,high,-156733.0,11058235.0,,,22.5,32.3,26.6,1
Kalimantan Barat,SINTANG,Ketungau Tengah,Panggi Ruguk,31/08/2023,13:25 WIB,NASA-MODIS,high,0.64217,11138503.0,,,22.6,35.0,28.7,1
Kalimantan Barat,KETAPANG,Jelai Hulu,Teluk Runjai,05/08/2023,13:14 WIB,NASA-MODIS,high,-199862.0,11079475.0,,,24.9,34.2,28.4,1
Kalimantan Barat,SINTANG,Ketungau Tengah,Nanga Kelapan,31/07/2023,13:03 WIB,NASA-MODIS,high,0.90891,11139055.0,,,21.2,34.2,27.4,1
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Pelang,20/08/2023,09:58 WIB,NASA-MODIS,high,-190831.0,11012219.0,,,24.6,33.8,28.6,1
Kalimantan Barat,SINTANG,Kayan Hilir,Sungai Garong,31/07/2023,13:03 WIB,NASA-MODIS,high,0.14912,112003.0,,,21.2,34.2,27.4,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Balai Pinang,27/07/2023,12:27 WIB,NASA-NOAA20,high,-0.53383,11040897.0,,,24.0,32.6,28.5,1
Kalimantan Utara,NUNUKAN,Sebuku,Tetaban,26/08/2023,13:08 WIB,NASA-NOAA20,high,406282.0,11690282.0,,,24.8,32.9,28.5,1
Kalimantan Barat,KETAPANG,Jelai Hulu,Kesuma Jaya,10/08/2023,13:29 WIB,NASA-MODIS,high,-193556.0,11084126.0,,,23.8,33.3,27.9,1
Kalimantan Tengah,KOTAWARINGIN TIMUR,Antang Kalang,Tumbang Hejan,31/08/2023,13:25 WIB,NASA-MODIS,high,-134823.0,1125314.0,,,23.8,34.0,28.2,1
Kalimantan Barat,MELAWI,Sayan,Nanga Kompi,14/08/2023,13:31 WIB,NASA-NOAA20,high,-0.8704,11168844.0,,,23.7,32.2,27.5,1
Kalimantan Barat,KETAPANG,Sungai Laur,Harapan Baru,19/08/2023,13:12 WIB,NASA-MODIS,high,-0.77496,11049415.0,,,24.3,34.0,28.9,1
Kalimantan Barat,KETAPANG,Nanga Tayap,Kayung Tuhe,05/08/2023,13:14 WIB,NASA-MODIS,high,-157446.0,11061681.0,,,24.9,34.2,28.4,1
Kalimantan Barat,KUBU RAYA,Batu Ampar,Batu Ampar,29/08/2023,13:40 WIB,NASA-MODIS,high,-0.78251,10951495.0,,,23.3,34.6,28.6,1
Kalimantan Barat,SINTANG,Serawai,Nanga Tangoi,30/08/2023,13:31 WIB,NASA-NOAA20,high,-0.28672,11272184.0,,,22.4,35.0,28.0,1
Kalimantan Barat,MELAWI,Tanah Pinoh,Bata Luar,05/08/2023,13:16 WIB,NASA-MODIS,high,-0.86112,11144871.0,,,23.6,35.0,28.9,1
Kalimantan Barat,SINTANG,Kayan Hulu,Entogong,19/08/2023,13:37 WIB,NASA-NOAA20,high,-0.16105,1121004.0,,,23.2,33.5,26.9,1
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Pelang,13/08/2023,01:36 WIB,NASA-MODIS,high,-189217.0,11014307.0,,,22.6,33.2,27.2,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Kenanga,12/08/2023,13:14 WIB,NASA-MODIS,high,-0.61767,11057073.0,,,22.5,32.3,26.6,1
Kalimantan Barat,SINTANG,Ambalau,Nanga Menantak,14/08/2023,12:59 WIB,NASA-MODIS,high,-0.2324,11300796.0,,,22.2,32.4,26.2,1
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pesaguan Kanan,19/07/2023,21:44 WIB,NASA-MODIS,high,-201071.0,11017554.0,,,25.0,34.2,28.8,1
Kalimantan Barat,KAPUAS HULU,Seberuang,Emperiang,27/07/2023,13:31 WIB,NASA-MODIS,high,0.46496,11205227.0,,,23.9,35.1,29.2,1
Kalimantan Barat,KETAPANG,Hulu Sungai,Sekukun,01/07/2023,13:22 WIB,NASA-MODIS,high,-128577.0,11082446.0,,,25.0,34.3,28.2,1
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Kecil,12/08/2023,21:44 WIB,NASA-MODIS,high,-0.12587,10932504.0,,,23.1,33.0,25.9,1
Kalimantan Barat,MELAWI,Sayan,Nanga Kompi,29/07/2023,13:16 WIB,NASA-MODIS,high,-0.85582,11175227.0,,,22.5,33.8,27.0,1
Kalimantan Barat,SINTANG,Ketungau Tengah,Kubu Berangan,27/07/2023,13:31 WIB,NASA-MODIS,high,0.84098,11141109.0,,,22.4,33.4,27.6,1
Kalimantan Barat,KETAPANG,Tumbang Titi,Nanga Kelampai,17/08/2023,13:27 WIB,NASA-MODIS,high,-189684.0,1104996.0,,,24.4,33.8,28.0,1
Kalimantan Barat,MELAWI,Ella Hilir,Kerangan Kora,29/07/2023,13:31 WIB,NASA-NOAA20,high,-0.67237,11207578.0,,,22.5,33.8,27.0,1
Kalimantan Barat,KAPUAS HULU,Silat Hilir,Sentabai,27/07/2023,13:31 WIB,NASA-MODIS,high,0.48457,11175646.0,,,23.9,35.1,29.2,1
Kalimantan Barat,SINTANG,Serawai,Nanga Tekungai,19/08/2023,13:37 WIB,NASA-NOAA20,high,-0.41199,11250398.0,,,23.2,33.5,26.9,1
Kalimantan Barat,SINTANG,Kayan Hilir,Jambu,18/07/2023,13:37 WIB,NASA-NOAA20,high,-0.1493,11195847.0,,,22.6,33.8,28.0,1
Kalimantan Barat,SINTANG,Serawai,Nanga Segulang,03/08/2023,13:29 WIB,NASA-MODIS,high,-0.418,11248053.0,,,22.2,33.6,27.2,1
Kalimantan Barat,KETAPANG,Nanga Tayap,Pangkalan Suka,12/08/2023,12:27 WIB,NASA-NOAA20,high,-135492.0,11058876.0,,,22.5,32.3,26.6,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Sekucing Labai,13/08/2023,12:10 WIB,NASA-NOAA20,high,-0.47078,11033096.0,,,22.6,33.2,27.2,1
Kalimantan Barat,KUBU RAYA,Sungai Raya,Sungaiasam,14/08/2023,21:27 WIB,NASA-MODIS,high,-0.29163,10953075.0,,,22.7,33.4,26.6,1
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Pelang,19/08/2023,09:15 WIB,NASA-MODIS,high,-189877.0,11012199.0,,,24.3,34.0,28.9,1
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pesaguan Kanan,29/08/2023,09:32 WIB,NASA-MODIS,high,-205305.0,11020692.0,,,23.6,34.8,29.0,1
Kalimantan Barat,KETAPANG,Tumbang Titi,Nanga Kelampai,03/06/2023,13:25 WIB,NASA-MODIS,high,-190104.0,11061181.0,,,26.1,34.5,29.4,1
Kalimantan Barat,KETAPANG,Tumbang Titi,Titi Baru,22/08/2023,13:40 WIB,NASA-MODIS,high,-182297.0,11063847.0,,,24.2,34.4,28.5,1
Kalimantan Barat,KUBU RAYA,Batu Ampar,Tanjungharapan,17/08/2023,12:33 WIB,NASA-NOAA20,high,-0.86058,10948589.0,,,23.5,33.6,27.1,1
Kalimantan Barat,KETAPANG,Tumbang Titi,Batu Beransak,28/08/2023,12:27 WIB,NASA-NOAA20,high,-179071.0,11071322.0,,,24.2,33.8,28.3,1
Kalimantan Barat,KETAPANG,Sandai,Randau,31/08/2023,13:25 WIB,NASA-MODIS,high,-0.94812,11064699.0,,,24.1,33.6,28.5,1
Kalimantan Barat,MELAWI,Sayan,Nanga Kompi,19/08/2023,13:12 WIB,NASA-MODIS,high,-0.86497,11177019.0,,,24.7,35.2,29.2,1
Kalimantan Barat,MELAWI,Sayan,Landau Sandak,29/07/2023,13:31 WIB,NASA-NOAA20,high,-0.82657,11167587.0,,,22.5,33.8,27.0,1
Kalimantan Barat,SINTANG,Serawai,Nanga Bihe,30/08/2023,13:31 WIB,NASA-NOAA20,high,-0.38851,1126011.0,,,22.4,35.0,28.0,1
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pesaguan Kanan,06/08/2023,01:36 WIB,NASA-MODIS,high,-20503.0,1102167.0,,,25.1,34.0,28.1,1
Kalimantan Barat,MELAWI,Tanah Pinoh Barat,Harapan Jaya,07/08/2023,13:01 WIB,NASA-MODIS,high,-0.65896,11138828.0,,,22.6,34.0,27.5,1
Kalimantan Barat,SINTANG,Sepauk,Limau Bakti,29/07/2023,13:16 WIB,NASA-MODIS,high,-0.29595,11109617.0,,,21.3,33.0,27.1,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Labai Hilir,27/07/2023,13:31 WIB,NASA-MODIS,high,-0.48967,10998483.0,,,24.0,32.6,28.5,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Merawa,27/07/2023,13:31 WIB,NASA-MODIS,high,-0.5208,11046587.0,,,24.0,32.6,28.5,1
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Pelang,17/08/2023,09:32 WIB,NASA-MODIS,high,-190216.0,11013068.0,,,24.4,33.8,28.0,1
Kalimantan Barat,KETAPANG,Muara Pawan,Tempurukan,19/08/2023,21:35 WIB,NASA-MODIS,high,-164818.0,11005756.0,,,24.3,34.0,28.9,1
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Pelang,14/08/2023,09:06 WIB,NASA-MODIS,high,-190019.0,11012794.0,,,23.3,33.0,27.4,1
Kalimantan Barat,KETAPANG,Sungai Laur,Teluk Mutiara,21/08/2023,12:59 WIB,NASA-MODIS,high,-0.85667,11046838.0,,,24.3,33.8,28.6,1
Kalimantan Barat,MELAWI,Belimbing Hulu,Kayu Bunga,29/07/2023,13:16 WIB,NASA-MODIS,high,-0.52897,11152978.0,,,22.5,33.8,27.0,1
Kalimantan Barat,SAMBAS,Teluk Keramat,Sungai Kumpai,18/07/2023,13:46 WIB,NASA-MODIS,high,144778.0,10914664.0,,,24.8,33.6,29.1,1
Kalimantan Barat,KETAPANG,Sungai Melayu Rayak,Jairan Jaya,12/08/2023,12:27 WIB,NASA-NOAA20,high,-1754.0,11043411.0,,,22.5,32.3,26.6,1
Kalimantan Timur,BERAU,Pulau Derawan,Teluk Semanting,30/08/2023,12:42 WIB,NASA-MODIS,high,225638.0,11798073.0,,,24.0,36.2,29.2,1
