Provinsi,Kab Kota,Kecamatan,Desa,Tanggal,Waktu,Satelit,Confidence,Latitude,Longitude,TN,TX,TAVG,RR,FF_AVG,Confidence_encoded
Kalimantan Barat,SINTANG,Kayan Hulu,Empakan,19/08/2023,13:12 WIB,NASA-MODIS,high,-0.1581,11213596.0,,,23.2,33.5,26.9,1
Kalimantan Barat,KAPUAS HULU,Silat Hilir,Perigi,21/06/2023,13:44 WIB,NASA-NOAA20,high,0.31519,1117515.0,,,23.9,34.7,28.5,1
Kalimantan Barat,SINTANG,Ambalau,Nanga Ambalau,31/08/2023,13:25 WIB,NASA-MODIS,high,-0.27256,11276883.0,,,22.6,35.0,28.7,1
Kalimantan Barat,SINTANG,Serawai,Mensulung Bio,13/08/2023,12:10 WIB,NASA-NOAA20,high,-0.23427,11260754.0,,,22.0,34.2,27.0,1
Kalimantan Barat,MELAWI,Tanah Pinoh Barat,Ganjang,19/08/2023,13:12 WIB,NASA-MODIS,high,-0.91355,11128838.0,,,24.7,35.2,29.2,1
Kalimantan Barat,KUBU RAYA,Sungai Raya,Sungaibulan,27/07/2023,01:11 WIB,NASA-MODIS,high,-0.32045,10947803.0,,,23.6,34.0,27.5,1
Kalimantan Barat,SINTANG,Ketungau Hulu,Sepiluk,31/08/2023,13:25 WIB,NASA-MODIS,high,0.8354,11094198.0,,,22.6,35.0,28.7,1
Kalimantan Barat,SAMBAS,Teluk Keramat,Tri Mandayan,01/08/2023,01:24 WIB,NASA-MODIS,high,146991.0,10912782.0,,,24.3,33.4,28.4,1
Kalimantan Barat,KETAPANG,Hulu Sungai,Senduruhan,15/08/2023,13:42 WIB,NASA-MODIS,high,-100704.0,11068059.0,,,23.0,33.4,27.7,1
Kalimantan Barat,KETAPANG,Muara Pawan,Tempurukan,20/08/2023,09:58 WIB,NASA-MODIS,high,-164498.0,11006329.0,,,24.6,33.8,28.6,1
Kalimantan Tengah,KOTAWARINGIN TIMUR,Mentaya Hilir Selatan,Basirih Hulu,31/08/2023,21:33 WIB,NASA-MODIS,high,-284591.0,11289692.0,,,23.8,34.0,28.2,1
Kalimantan Barat,SINTANG,Ketungau Hulu,Jasa,31/08/2023,13:25 WIB,NASA-MODIS,high,0.98395,11113645.0,,,22.6,35.0,28.7,1
Kalimantan Barat,KETAPANG,Jelai Hulu,Kusik Batu Lapu,03/08/2023,13:29 WIB,NASA-MODIS,high,-203764.0,11088732.0,,,22.9,34.0,27.6,1
Kalimantan Barat,KETAPANG,Kendawangan,Pembedilan,10/06/2023,13:25 WIB,NASA-MODIS,high,-278462.0,11041674.0,,,24.0,33.8,29.0,1
Kalimantan Barat,KETAPANG,Tumbang Titi,Segar Wangi,05/08/2023,13:14 WIB,NASA-MODIS,high,-18798.0,11053373.0,,,24.9,34.2,28.4,1
Kalimantan Barat,SINTANG,Ketungau Hilir,Pampang Dua,29/07/2023,13:31 WIB,NASA-NOAA20,high,0.6121,11154097.0,,,21.3,33.0,27.1,1
Kalimantan Barat,KETAPANG,Simpang Dua,Kamora,31/08/2023,13:25 WIB,NASA-MODIS,high,-0.95081,11029702.0,,,24.1,33.6,28.5,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Sekucing Labai,24/06/2023,13:22 WIB,NASA-MODIS,high,-0.43155,11016019.0,,,24.2,32.6,28.3,1
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Besar,15/08/2023,09:49 WIB,NASA-MODIS,high,-191113.0,11013929.0,,,23.0,33.4,27.7,1
Kalimantan Barat,KETAPANG,Sungai Laur,Bayun Sari,31/08/2023,13:25 WIB,NASA-MODIS,high,-104518.0,1104186.0,,,24.1,33.6,28.5,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Sekucing Labai,29/08/2023,13:50 WIB,NASA-NOAA20,high,-0.50752,11013502.0,,,23.6,34.8,29.0,1
Kalimantan Barat,KAPUAS HULU,Silat Hulu,Belimbing,17/07/2023,13:05 WIB,NASA-MODIS,high,0.26747,11202532.0,,,23.6,34.5,28.6,1
Kalimantan Barat,KETAPANG,Sungai Laur,Teluk Mutiara,31/08/2023,13:25 WIB,NASA-MODIS,high,-0.84959,1104984.0,,,24.1,33.6,28.5,1
Kalimantan Barat,MELAWI,Menukung,Nusa Poring,13/08/2023,13:50 WIB,NASA-NOAA20,high,-0.46962,11235312.0,,,23.1,34.5,28.1,1
Kalimantan Barat,KETAPANG,Hulu Sungai,Krio Hulu,31/08/2023,13:25 WIB,NASA-MODIS,high,-0.83388,11086798.0,,,24.1,33.6,28.5,1
Kalimantan Barat,MELAWI,Ella Hilir,Nanga Ella Hilir,12/08/2023,13:14 WIB,NASA-MODIS,high,-0.42699,11205335.0,,,23.0,34.0,27.5,1
Kalimantan Barat,KETAPANG,Manis Mata,Pelempangan,03/08/2023,13:37 WIB,NASA-NOAA20,high,-218899.0,1110371.0,,,22.9,34.0,27.6,1
Kalimantan Barat,KETAPANG,Tumbang Titi,Jelayan,03/08/2023,13:37 WIB,NASA-NOAA20,high,-177602.0,11065588.0,,,22.9,34.0,27.6,1
Kalimantan Barat,MELAWI,Pinoh Utara,Senibung,27/07/2023,13:31 WIB,NASA-MODIS,high,-0.21904,11178738.0,,,23.6,33.2,28.2,1
Kalimantan Barat,KUBU RAYA,Sungai Ambawang,Lingga,13/08/2023,13:50 WIB,NASA-NOAA20,high,-0.05587,10958996.0,,,21.8,34.6,26.6,1
Kalimantan Barat,MELAWI,Menukung,Laman Mumbung,18/08/2023,12:16 WIB,NASA-NOAA20,high,-0.43873,11224826.0,,,24.5,34.0,28.9,1
Kalimantan Barat,MELAWI,Menukung,Laman Mumbung,19/08/2023,13:12 WIB,NASA-MODIS,high,-0.47681,11227229.0,,,24.7,35.2,29.2,1
Kalimantan Barat,MELAWI,Ella Hilir,Bemban Permai,05/08/2023,13:16 WIB,NASA-MODIS,high,-0.5916,11204284.0,,,23.6,35.0,28.9,1
Kalimantan Barat,KAPUAS HULU,Putussibau Utara,Nanga Awin,27/07/2023,13:31 WIB,NASA-MODIS,high,0.95473,11288641.0,,,23.9,35.1,29.2,1
Kalimantan Barat,SINTANG,Ketungau Hilir,Bukit Sidin Permai,29/07/2023,13:16 WIB,NASA-MODIS,high,0.6116,11153499.0,,,21.3,33.0,27.1,1
Kalimantan Timur,BERAU,Sambaliung,Long Lanuk,07/08/2023,13:01 WIB,NASA-MODIS,high,188708.0,11718087.0,,,25.0,35.1,28.7,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Legong,29/07/2023,13:16 WIB,NASA-MODIS,high,-0.58481,11050089.0,,,23.7,33.6,28.3,1
Kalimantan Barat,KETAPANG,Air Upas,Gahang,29/07/2023,13:16 WIB,NASA-MODIS,high,-23472.0,11075282.0,,,23.7,33.6,28.3,1
Kalimantan Barat,KETAPANG,Sandai,Randau,29/07/2023,13:16 WIB,NASA-MODIS,high,-0.96353,11056817.0,,,23.7,33.6,28.3,1
Kalimantan Barat,MELAWI,Sokan,Nanga Tangkit,13/08/2023,13:50 WIB,NASA-NOAA20,high,-105758.0,11147807.0,,,23.1,34.5,28.1,1
Kalimantan Barat,SINTANG,Ambalau,Buntut Purun,31/07/2023,13:03 WIB,NASA-MODIS,high,-0.32189,11300838.0,,,21.2,34.2,27.4,1
Kalimantan Barat,MELAWI,Tanah Pinoh Barat,Durian Jaya,13/08/2023,13:50 WIB,NASA-NOAA20,high,-0.78523,11140145.0,,,23.1,34.5,28.1,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Semandang Hulu,13/08/2023,13:57 WIB,NASA-MODIS,high,-0.55932,11049343.0,,,22.6,33.2,27.2,1
Kalimantan Barat,SAMBAS,Salatiga,Serumpun,31/07/2023,21:44 WIB,NASA-MODIS,high,108891.0,10910202.0,,,23.2,34.2,27.9,1
Kalimantan Barat,MELAWI,Tanah Pinoh Barat,Durian Jaya,29/07/2023,13:16 WIB,NASA-MODIS,high,-0.83924,11143034.0,,,22.5,33.8,27.0,1
Kalimantan Barat,KETAPANG,Sungai Laur,Bengaras,10/08/2023,13:29 WIB,NASA-MODIS,high,-0.98826,11051582.0,,,23.8,33.3,27.9,1
Kalimantan Barat,KETAPANG,Sungai Laur,Harapan Baru,31/08/2023,13:25 WIB,NASA-MODIS,high,-0.74488,11051641.0,,,24.1,33.6,28.5,1
Kalimantan Barat,KAPUAS HULU,Silat Hilir,Seberu,27/07/2023,13:31 WIB,NASA-MODIS,high,0.28461,11194601.0,,,23.9,35.1,29.2,1
Kalimantan Barat,KETAPANG,Sungai Laur,Merabu Jaya,13/08/2023,12:10 WIB,NASA-NOAA20,high,-0.65681,11067886.0,,,22.6,33.2,27.2,1
Kalimantan Barat,KETAPANG,Hulu Sungai,Beginci Darat,03/08/2023,13:37 WIB,NASA-NOAA20,high,-134904.0,11104089.0,,,22.9,34.0,27.6,1
Kalimantan Barat,SAMBAS,Jawai,Sarang Burung Danau,01/08/2023,01:24 WIB,NASA-MODIS,high,147036.0,10912335.0,,,24.3,33.4,28.4,1
Kalimantan Barat,MELAWI,Tanah Pinoh,Keranjik,27/07/2023,13:31 WIB,NASA-MODIS,high,-0.85144,11156277.0,,,23.6,33.2,28.2,1
Kalimantan Barat,SINTANG,Kayan Hulu,Nanga Oran,31/08/2023,13:25 WIB,NASA-MODIS,high,-0.13368,11213959.0,,,22.6,35.0,28.7,1
Kalimantan Barat,KETAPANG,Hulu Sungai,Batu Lapis,19/08/2023,13:37 WIB,NASA-NOAA20,high,-127913.0,11087801.0,,,24.3,34.0,28.9,1
Kalimantan Barat,MELAWI,Pinoh Selatan,Nyanggai,19/08/2023,13:12 WIB,NASA-MODIS,high,-0.58935,11184068.0,,,24.7,35.2,29.2,1
Kalimantan Barat,KETAPANG,Sungai Laur,Selangkut Raya,17/08/2023,13:27 WIB,NASA-MODIS,high,-0.74892,11060208.0,,,24.4,33.8,28.0,1
Kalimantan Barat,SINTANG,Kayan Hilir,Sungai Menuang,08/08/2023,13:44 WIB,NASA-MODIS,high,-0.18167,11197513.0,,,23.6,33.8,28.0,1
Kalimantan Barat,KETAPANG,Sungai Laur,Mekar Harapan,27/07/2023,13:31 WIB,NASA-MODIS,high,-10458.0,11040652.0,,,24.0,32.6,28.5,1
Kalimantan Barat,SINTANG,Serawai,Bedaha,29/07/2023,13:16 WIB,NASA-MODIS,high,-0.30774,11249664.0,,,21.3,33.0,27.1,1
Kalimantan Barat,SAMBAS,Paloh,Temajuk,27/07/2023,13:31 WIB,NASA-MODIS,high,193795.0,10943955.0,,,24.4,34.5,28.7,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Tengah,29/07/2023,13:16 WIB,NASA-MODIS,high,-0.35477,11046086.0,,,23.7,33.6,28.3,1
Kalimantan Barat,KETAPANG,Sungai Laur,Mekar Harapan,29/08/2023,13:40 WIB,NASA-MODIS,high,-104218.0,11039518.0,,,23.6,34.8,29.0,1
Kalimantan Barat,MELAWI,Pinoh Utara,Engkurai,13/08/2023,13:50 WIB,NASA-NOAA20,high,-0.2827,11193931.0,,,23.1,34.5,28.1,1
Kalimantan Barat,SINTANG,Kayan Hilir,Sungai Buaya,05/08/2023,13:16 WIB,NASA-MODIS,high,0.08922,11198469.0,,,21.8,34.6,27.7,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Legong,27/07/2023,13:31 WIB,NASA-MODIS,high,-0.57092,11057112.0,,,24.0,32.6,28.5,1
Kalimantan Barat,SINTANG,Kayan Hulu,Lintak Tambuk,31/08/2023,13:25 WIB,NASA-MODIS,high,-0.18068,11219156.0,,,22.6,35.0,28.7,1
Kalimantan Barat,SINTANG,Sepauk,Landau Panjang,18/07/2023,13:37 WIB,NASA-NOAA20,high,-0.28182,11118712.0,,,22.6,33.8,28.0,1
Kalimantan Barat,MELAWI,Pinoh Utara,Manding,03/06/2023,13:25 WIB,NASA-MODIS,high,-0.31326,11184557.0,,,26.0,33.5,30.6,1
Kalimantan Barat,SINTANG,Kayan Hulu,Tapang Manua,17/08/2023,13:27 WIB,NASA-MODIS,high,-0.13988,1123951.0,,,23.2,33.8,27.3,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Hulu,27/07/2023,13:31 WIB,NASA-MODIS,high,-0.5539,11055287.0,,,24.0,32.6,28.5,1
Kalimantan Barat,KETAPANG,Simpang Dua,Semandang Kanan,10/06/2023,13:25 WIB,NASA-MODIS,high,-0.79939,11032636.0,,,24.0,33.8,29.0,1
Kalimantan Barat,SINTANG,Ambalau,Nanga Menakon,19/08/2023,13:12 WIB,NASA-MODIS,high,-0.24428,11294472.0,,,23.2,33.5,26.9,1
Kalimantan Barat,SINTANG,Sepauk,Nanga Libau,10/08/2023,13:29 WIB,NASA-MODIS,high,-0.15037,11115012.0,,,23.4,34.6,27.6,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Balai Pinang Hulu,27/07/2023,13:31 WIB,NASA-MODIS,high,-0.57187,11042796.0,,,24.0,32.6,28.5,1
Kalimantan Barat,SINTANG,Kelam Permai,Sungai Labi,31/08/2023,13:25 WIB,NASA-MODIS,high,0.14869,11192061.0,,,22.6,35.0,28.7,1
Kalimantan Timur,BERAU,Sambaliung,Bena Baru,07/08/2023,13:01 WIB,NASA-MODIS,high,194444.0,11738936.0,,,25.0,35.1,28.7,1
Kalimantan Barat,KETAPANG,Nanga Tayap,Pangkalan Teluk,18/07/2023,13:46 WIB,NASA-MODIS,high,-139111.0,11044575.0,,,24.8,34.2,28.9,1
Kalimantan Barat,SINTANG,Tempunak,Riam Batu,27/07/2023,13:31 WIB,NASA-MODIS,high,-0.38284,1112907.0,,,22.4,33.4,27.6,1
Kalimantan Barat,KETAPANG,Nanga Tayap,Simpang Tiga Sembelangaan,29/07/2023,13:16 WIB,NASA-MODIS,high,-148146.0,11037873.0,,,23.7,33.6,28.3,1
Kalimantan Barat,KETAPANG,Hulu Sungai,Batu Lapis,03/08/2023,13:29 WIB,NASA-MODIS,high,-1287.0,11079246.0,,,22.9,34.0,27.6,1
Kalimantan Timur,BERAU,Pulau Derawan,Teluk Semanting,21/08/2023,12:59 WIB,NASA-MODIS,high,23325.0,11794444.0,,,24.0,34.9,27.6,1
Kalimantan Barat,SINTANG,Kayan Hulu,Nanga Ungai,04/08/2023,13:20 WIB,NASA-NOAA20,high,-0.04364,1121349.0,,,22.6,34.4,28.4,1
Kalimantan Barat,KETAPANG,Benua Kayong,Negeri Baru,13/08/2023,13:50 WIB,NASA-NOAA20,high,-188715.0,11008078.0,,,22.6,33.2,27.2,1
Kalimantan Barat,MELAWI,Belimbing Hulu,Nanga Tikan,30/08/2023,13:31 WIB,NASA-NOAA20,high,-0.46471,11157349.0,,,24.4,34.5,29.0,1
Kalimantan Barat,SAMBAS,Semparuk,Sepinggan,01/08/2023,01:24 WIB,NASA-MODIS,high,109299.0,10911716.0,,,24.3,33.4,28.4,1
Kalimantan Barat,MELAWI,Sokan,Landau Kabu,31/07/2023,13:01 WIB,NASA-MODIS,high,-100363.0,11149668.0,,,22.7,34.2,27.9,1
Kalimantan Barat,KAPUAS HULU,Batang Lupar,Sungai Ajung,27/07/2023,13:31 WIB,NASA-MODIS,high,102422.0,11237379.0,,,23.9,35.1,29.2,1
Kalimantan Barat,KETAPANG,Simpang Dua,Semandang Kanan,12/08/2023,12:27 WIB,NASA-NOAA20,high,-0.72818,11033591.0,,,22.5,32.3,26.6,1
Kalimantan Barat,KETAPANG,Hulu Sungai,Sunge Bengaras,12/08/2023,13:14 WIB,NASA-MODIS,high,-0.82327,11079257.0,,,22.5,32.3,26.6,1
Kalimantan Barat,SINTANG,Kayan Hulu,Nanga Masau,03/08/2023,13:29 WIB,NASA-MODIS,high,-0.16076,1123427.0,,,22.2,33.6,27.2,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Botuh Bosi,12/08/2023,12:27 WIB,NASA-NOAA20,high,-0.56581,11037728.0,,,22.5,32.3,26.6,1
Kalimantan Barat,MELAWI,Menukung,Batu Badak,03/08/2023,13:29 WIB,NASA-MODIS,high,-0.42548,1122296.0,,,22.6,34.2,27.5,1
Kalimantan Utara,BULUNGAN,Tanjung Palas Timur,Sajau,30/08/2023,11:51 WIB,NASA-NOAA20,high,26018.0,11754926.0,,,25.4,35.8,29.3,1
Kalimantan Barat,MELAWI,Sokan,Keluing Taja,12/08/2023,13:14 WIB,NASA-MODIS,high,-101714.0,11143281.0,,,23.0,34.0,27.5,1
Kalimantan Barat,MELAWI,Sayan,Nanga Raku,13/08/2023,13:50 WIB,NASA-NOAA20,high,-0.75993,11178667.0,,,23.1,34.5,28.1,1
Kalimantan Barat,KAPUAS HULU,Bika,Jelemuk,27/07/2023,13:31 WIB,NASA-MODIS,high,0.77625,11278428.0,,,23.9,35.1,29.2,1
Kalimantan Barat,KETAPANG,Kendawangan,Sungai Jelayan,08/08/2023,13:44 WIB,NASA-NOAA20,high,-215165.0,11044567.0,,,24.4,34.0,28.7,1
Kalimantan Barat,MELAWI,Belimbing Hulu,Piawas,27/07/2023,13:31 WIB,NASA-MODIS,high,-0.43479,11150669.0,,,23.6,33.2,28.2,1
Kalimantan Barat,KETAPANG,Air Upas,Harapan Baru,13/08/2023,13:50 WIB,NASA-NOAA20,high,-218086.0,11091259.0,,,22.6,33.2,27.2,1
Kalimantan Barat,KUBU RAYA,Sungai Raya,Madu Sari,12/08/2023,21:44 WIB,NASA-MODIS,high,-0.10841,10944904.0,,,23.1,33.0,25.9,1
Kalimantan Barat,MELAWI,Ella Hilir,Kerangan Kora,19/08/2023,13:12 WIB,NASA-MODIS,high,-0.62916,11205718.0,,,24.7,35.2,29.2,1
Kalimantan Barat,KETAPANG,Muara Pawan,Tanjung Pasar,29/08/2023,13:50 WIB,NASA-NOAA20,high,-182341.0,1101465.0,,,23.6,34.8,29.0,1
Kalimantan Barat,MELAWI,Belimbing,Tekaban,27/07/2023,13:31 WIB,NASA-MODIS,high,-0.35864,11158643.0,,,23.6,33.2,28.2,1
Kalimantan Barat,SINTANG,Ambalau,Nanga Kesange,31/08/2023,13:25 WIB,NASA-MODIS,high,-0.24439,11283764.0,,,22.6,35.0,28.7,1
Kalimantan Barat,SINTANG,Serawai,Gurung Senghiang,30/08/2023,13:31 WIB,NASA-NOAA20,high,-0.28259,112451.0,,,22.4,35.0,28.0,1
Kalimantan Barat,SINTANG,Kayan Hulu,Nanga Ungai,19/08/2023,13:14 WIB,NASA-MODIS,high,-0.08313,11215141.0,,,23.2,33.5,26.9,1
Kalimantan Barat,SINTANG,Ketungau Tengah,Tirta Karya,05/08/2023,13:16 WIB,NASA-MODIS,high,0.67792,11160507.0,,,21.8,34.6,27.7,1
Kalimantan Barat,KAPUAS HULU,Putussibau Utara,Lauk,18/07/2023,13:37 WIB,NASA-NOAA20,high,111083.0,11265839.0,,,23.5,35.8,28.9,1
Kalimantan Barat,SINTANG,Kayan Hulu,Merah Arai,29/07/2023,13:31 WIB,NASA-NOAA20,high,-0.23113,11225453.0,,,21.3,33.0,27.1,1
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Besar,13/08/2023,01:36 WIB,NASA-MODIS,high,-190271.0,11015113.0,,,22.6,33.2,27.2,1
Kalimantan Barat,KETAPANG,Tumbang Titi,Nanga Kelampai,05/08/2023,13:14 WIB,NASA-MODIS,high,-188511.0,11052907.0,,,24.9,34.2,28.4,1
Kalimantan Barat,KETAPANG,Hulu Sungai,Lubuk Kakap,19/08/2023,13:37 WIB,NASA-NOAA20,high,-117601.0,11115276.0,,,24.3,34.0,28.9,1
Kalimantan Barat,SINTANG,Ambalau,Lunjan Tingang,19/08/2023,13:12 WIB,NASA-MODIS,high,-0.21938,11271844.0,,,23.2,33.5,26.9,1
Kalimantan Barat,SINTANG,Ambalau,Nanga Ukai,31/07/2023,13:03 WIB,NASA-MODIS,high,-0.22431,11297503.0,,,21.2,34.2,27.4,1
Kalimantan Barat,SINTANG,Serawai,Nanga Segulang,13/08/2023,12:10 WIB,NASA-NOAA20,high,-0.48268,11249033.0,,,22.0,34.2,27.0,1
Kalimantan Barat,SINTANG,Serawai,Mensulung Bio,31/08/2023,13:25 WIB,NASA-MODIS,high,-0.23603,11257668.0,,,22.6,35.0,28.7,1
Kalimantan Barat,SINTANG,Serawai,Tanjung Baru,19/08/2023,13:12 WIB,NASA-MODIS,high,-0.30605,11238583.0,,,23.2,33.5,26.9,1
Kalimantan Barat,MELAWI,Tanah Pinoh,Keranjik,05/08/2023,13:16 WIB,NASA-MODIS,high,-0.83789,11154198.0,,,23.6,35.0,28.9,1
Kalimantan Barat,SINTANG,Serawai,Tanjung Baru,30/08/2023,13:31 WIB,NASA-NOAA20,high,-0.3009,112403.0,,,22.4,35.0,28.0,1
Kalimantan Barat,KUBU RAYA,Batu Ampar,Teluknibung,27/07/2023,12:27 WIB,NASA-NOAA20,high,-0.82063,10942406.0,,,23.6,34.0,27.5,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Hilir,12/08/2023,12:27 WIB,NASA-NOAA20,high,-0.546,11018581.0,,,22.5,32.3,26.6,1
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Kecil,19/08/2023,21:35 WIB,NASA-MODIS,high,-0.17842,10930763.0,,,24.0,34.4,27.4,1
Kalimantan Barat,SAMBAS,Paloh,Malek,29/08/2023,21:52 WIB,NASA-MODIS,high,167589.0,10932066.0,,,24.7,35.6,29.0,1
Kalimantan Barat,KETAPANG,Kendawangan,Danau Buntar,22/06/2023,13:37 WIB,NASA-MODIS,high,-270053.0,11093418.0,,,24.7,34.9,29.2,1
Kalimantan Barat,KETAPANG,Marau,Pelanjau Jaya,03/08/2023,13:29 WIB,NASA-MODIS,high,-224844.0,11064088.0,,,22.9,34.0,27.6,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Kenanga,28/07/2023,13:50 WIB,NASA-NOAA20,high,-0.67321,11054777.0,,,23.3,33.4,27.8,1
Kalimantan Barat,KETAPANG,Sungai Melayu Rayak,Sungai Melayu,19/08/2023,21:35 WIB,NASA-MODIS,high,-179803.0,11044187.0,,,24.3,34.0,28.9,1
Kalimantan Barat,SINTANG,Ketungau Hilir,Batu Nyadi,29/07/2023,13:16 WIB,NASA-MODIS,high,0.54291,11143163.0,,,21.3,33.0,27.1,1
Kalimantan Barat,SINTANG,Ketungau Tengah,Semareh,31/07/2023,13:03 WIB,NASA-MODIS,high,0.98302,1113578.0,,,21.2,34.2,27.4,1
Kalimantan Barat,SINTANG,Serawai,Nanga Tangoi,31/08/2023,13:25 WIB,NASA-MODIS,high,-0.28918,1127168.0,,,22.6,35.0,28.7,1
Kalimantan Barat,MELAWI,Menukung,Nanga Mawang Mentatai,05/08/2023,13:16 WIB,NASA-MODIS,high,-0.44623,11235136.0,,,23.6,35.0,28.9,1
Kalimantan Barat,KETAPANG,Simpang Dua,Batu Daya,19/08/2023,13:12 WIB,NASA-MODIS,high,-100977.0,11037942.0,,,24.3,34.0,28.9,1
Kalimantan Barat,MELAWI,Sayan,Madya Raya,10/08/2023,13:29 WIB,NASA-MODIS,high,-0.89052,11163491.0,,,24.5,34.0,27.6,1
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Besar,15/08/2023,13:42 WIB,NASA-MODIS,high,-0.21906,10925423.0,,,21.8,34.6,26.5,1
Kalimantan Barat,KAPUAS HULU,Silat Hulu,Belimbing,18/07/2023,13:37 WIB,NASA-NOAA20,high,0.25896,11209677.0,,,23.5,35.8,28.9,1
Kalimantan Barat,SINTANG,Ambalau,Nanga Menantak,31/07/2023,13:03 WIB,NASA-MODIS,high,-0.21845,11301512.0,,,21.2,34.2,27.4,1
Kalimantan Barat,KETAPANG,Kendawangan,Mekar Utama,20/08/2023,13:54 WIB,NASA-MODIS,high,-23272.0,11025725.0,,,24.6,33.8,28.6,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Semandang Kiri,12/08/2023,12:27 WIB,NASA-NOAA20,high,-0.64068,11041276.0,,,22.5,32.3,26.6,1
Kalimantan Barat,MELAWI,Sayan,Bora,27/06/2023,13:31 WIB,NASA-NOAA20,high,-0.66881,11178072.0,,,25.3,33.5,27.4,1
Kalimantan Barat,KETAPANG,Sungai Laur,Kepari,17/08/2023,13:27 WIB,NASA-MODIS,high,-0.86872,1105333.0,,,24.4,33.8,28.0,1
Kalimantan Barat,MELAWI,Ella Hilir,Nanga Nyuruh,05/08/2023,13:16 WIB,NASA-MODIS,high,-0.52364,1120774.0,,,23.6,35.0,28.9,1
Kalimantan Barat,SINTANG,Ketungau Tengah,Senangan Jaya,08/08/2023,13:44 WIB,NASA-MODIS,high,0.69688,11154409.0,,,23.6,33.8,28.0,1
Kalimantan Barat,KETAPANG,Tumbang Titi,Aur Gading,29/08/2023,13:50 WIB,NASA-NOAA20,high,-179362.0,11059095.0,,,23.6,34.8,29.0,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Tengah,27/07/2023,12:27 WIB,NASA-NOAA20,high,-0.46538,11039867.0,,,24.0,32.6,28.5,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Legong,29/06/2023,13:37 WIB,NASA-MODIS,high,-0.59273,11050995.0,,,24.3,34.3,28.3,1
Kalimantan Barat,KETAPANG,Sungai Laur,Teluk Mutiara,19/08/2023,13:37 WIB,NASA-NOAA20,high,-0.86146,1104938.0,,,24.3,34.0,28.9,1
Kalimantan Barat,KETAPANG,Nanga Tayap,Betenung,14/08/2023,12:59 WIB,NASA-MODIS,high,-157379.0,11076942.0,,,23.3,33.0,27.4,1
Kalimantan Barat,KETAPANG,Hulu Sungai,Kenyabur,18/08/2023,12:16 WIB,NASA-NOAA20,high,-0.76688,11093163.0,,,24.0,34.2,28.1,1
Kalimantan Barat,SINTANG,Ketungau Tengah,Padung Kumang,05/08/2023,13:16 WIB,NASA-MODIS,high,0.71006,11169315.0,,,21.8,34.6,27.7,1
Kalimantan Barat,SINTANG,Ketungau Tengah,Panggi Agung,31/08/2023,13:25 WIB,NASA-MODIS,high,0.58288,11129928.0,,,22.6,35.0,28.7,1
Kalimantan Barat,SAMBAS,Selakau Timur,Selakau Tua,20/08/2023,13:20 WIB,NASA-NOAA20,high,107211.0,10911062.0,,,24.6,33.6,27.7,1
Kalimantan Barat,SINTANG,Serawai,Teluk Harapan,19/08/2023,13:12 WIB,NASA-MODIS,high,-0.47051,1124538.0,,,23.2,33.5,26.9,1
Kalimantan Barat,SAMBAS,Jawai,Lambau,13/08/2023,13:52 WIB,NASA-NOAA20,high,136993.0,10914436.0,,,23.4,33.4,27.7,1
Kalimantan Barat,SINTANG,Ketungau Hilir,Air Nyuruk,27/07/2023,13:31 WIB,NASA-MODIS,high,0.55839,11155903.0,,,22.4,33.4,27.6,1
Kalimantan Utara,BULUNGAN,Tanjung Palas,Kelurahan Tanjung Palas Hilir,31/08/2023,13:14 WIB,NASA-NOAA20,high,290601.0,1172867.0,,,24.2,35.4,28.8,1
Kalimantan Barat,SINTANG,Kayan Hilir,Sungai Sintang,05/08/2023,13:16 WIB,NASA-MODIS,high,0.10564,11203197.0,,,21.8,34.6,27.7,1
Kalimantan Barat,KUBU RAYA,Rasau Jaya,Rasau Jaya Umum,19/08/2023,21:35 WIB,NASA-MODIS,high,-0.16988,10934287.0,,,24.0,34.4,27.4,1
Kalimantan Barat,SAMBAS,Jawai,Pelimpaan,13/08/2023,13:57 WIB,NASA-MODIS,high,136375.0,10914398.0,,,23.4,33.4,27.7,1
Kalimantan Barat,MELAWI,Sayan,Karangan Purun,12/08/2023,13:14 WIB,NASA-MODIS,high,-0.66249,11162373.0,,,23.0,34.0,27.5,1
Kalimantan Barat,KETAPANG,Simpang Hulu,Legong,12/08/2023,12:27 WIB,NASA-NOAA20,high,-0.59092,11052996.0,,,22.5,32.3,26.6,1
