Provinsi,Kab Kota,Kecamatan,Desa,Tanggal,Waktu,Satelit,Confidence,TN,TX,TAVG,RR,FF_AVG
Kalimantan Barat,KETAPANG,Sungai Laur,Sepotong,45168,13:31 WIB,NASA-NOAA20,Medium,24.0,33.8,28.0,0.0,4.0
Kalimantan Timur,BERAU,Sambaliung,Bena Baru,45128,12:38 WIB,NASA-MODIS,Medium,25.2,33.2,27.3,0.0,3.0
Kalimantan Barat,KETAPANG,Simpang Dua,Semandang Kanan,45135,13:50 WIB,NASA-NOAA20,Medium,23.3,33.4,27.8,0.0,4.0
Kalimantan Barat,KUBU RAYA,Terentang,Betuah,45143,13:16 WIB,NASA-MODIS,Medium,24.4,34.4,28.2,0.0,2.0
Kalimantan Barat,KETAPANG,Sandai,Petai Patah,45147,13:25 WIB,NASA-NOAA20,Medium,23.5,33.4,28.1,0.0,3.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Paoh Concong,45149,12:48 WIB,NASA-NOAA20,Medium,23.3,33.2,27.7,0.0,3.0
Kalimantan Barat,KETAPANG,Sungai Laur,Sungai Daka,45145,13:01 WIB,NASA-MODIS,Medium,24.3,30.0,27.2,1.5,3.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Tajok Kayong,45139,12:33 WIB,NASA-NOAA20,Medium,24.4,34.2,28.5,0.0,4.0
Kalimantan Tengah,KOTAWARINGIN BARAT,Kotawaringin Lama,Sagu Suka Mulya,45112,01:43 WIB,NASA-NOAA20,Medium,24.0,31.5,27.5,0.0,1.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Balai Pinang Hulu,45139,12:36 WIB,NASA-NOAA20,Medium,24.4,34.2,28.5,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Dua,Semandang Kanan,45157,13:12 WIB,NASA-MODIS,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Kusik Batu Lapu,45160,12:40 WIB,NASA-NOAA20,Medium,24.2,34.4,28.5,0.0,4.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Teluknibung,45106,12:53 WIB,NASA-NOAA20,Medium,24.0,34.6,28.2,0.0,2.0
Kalimantan Barat,KETAPANG,Sandai,Pendamaran Indah,45155,13:27 WIB,NASA-MODIS,Medium,24.4,33.8,28.0,0.0,3.0
Kalimantan Timur,BERAU,Segah,Long Ayap,45095,12:59 WIB,NASA-NOAA20,Medium,23.4,33.7,26.5,0.7,1.0
Kalimantan Barat,KETAPANG,Sungai Laur,Bengaras,2023-08-09 00:00:00,13:25 WIB,NASA-NOAA20,Medium,23.5,33.4,28.1,0.0,3.0
Kalimantan Barat,KETAPANG,Sandai,Petai Patah,45136,13:16 WIB,NASA-MODIS,Medium,23.7,33.6,28.3,0.0,4.0
Kalimantan Barat,KUBU RAYA,Teluk Pakedai,Teluk Pakedai Hulu,45154,12:53 WIB,NASA-NOAA20,Medium,23.2,34.8,27.4,0.0,2.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Lubuk Kakap,45150,13:14 WIB,NASA-MODIS,Medium,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Labai Hilir,45145,12:23 WIB,NASA-NOAA20,Medium,24.3,30.0,27.2,1.5,3.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Limbung,45160,21:59 WIB,NASA-MODIS,Medium,24.3,31.1,26.4,0.0,2.0
Kalimantan Barat,SAMBAS,Subah,Mukti Raharja,2023-08-12 00:00:00,13:14 WIB,NASA-MODIS,Medium,24.2,33.6,28.2,8888.0,2.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Siantau Raya,45137,13:12 WIB,NASA-NOAA20,Medium,23.0,33.8,28.2,0.0,4.0
Kalimantan Barat,KUBU RAYA,Terentang,Terentang Hilir,45134,13:31 WIB,NASA-MODIS,Medium,23.6,34.0,27.5,0.0,4.0
Kalimantan Barat,KUBU RAYA,Teluk Pakedai,Kuala Karang,45158,13:20 WIB,NASA-NOAA20,Medium,23.8,34.0,27.7,0.0,3.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Sungai Kelik,45142,13:18 WIB,NASA-NOAA20,Medium,24.4,34.6,29.7,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Dua,Semandang Kanan,45159,12:59 WIB,NASA-NOAA20,Medium,24.3,33.8,28.6,0.0,4.0
Kalimantan Timur,BERAU,Pulau Derawan,Kasai,45168,20:55 WIB,NASA-MODIS,Medium,24.0,36.2,29.2,0.0,2.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Riam Dadap,45154,12:55 WIB,NASA-NOAA20,Medium,23.9,33.4,27.9,0.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pesaguan Kanan,45159,12:59 WIB,NASA-NOAA20,Medium,24.3,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Kendawangan,Airhitam Hulu,45153,13:12 WIB,NASA-NOAA20,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KETAPANG,Kendawangan,Banjar Sari,45148,13:05 WIB,NASA-NOAA20,Medium,23.8,33.3,27.9,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Laur,Teluk Mutiara,45159,12:59 WIB,NASA-MODIS,Medium,24.3,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Sekucing Kualan,45132,13:05 WIB,NASA-NOAA20,Medium,24.6,33.6,28.4,0.0,3.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Semandang Kiri,45136,13:31 WIB,NASA-NOAA20,Medium,23.7,33.6,28.3,0.0,4.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Pangkalan Suka,45137,13:12 WIB,NASA-NOAA20,Medium,23.0,33.8,28.2,0.0,4.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Tanjungharapan,45155,13:27 WIB,NASA-MODIS,Medium,23.5,33.6,27.1,0.0,2.0
Kalimantan Tengah,KOTAWARINGIN TIMUR,Tualan Hulu,Luwuk Sampun,45101,12:48 WIB,NASA-NOAA20,Medium,21.6,33.5,27.3,0.0,1.0
Kalimantan Tengah,BARITO SELATAN,Jenamas,Rantau Bahuang,45148,13:05 WIB,NASA-NOAA20,Medium,23.3,34.0,27.9,0.0,1.0
Kalimantan Barat,KETAPANG,Sandai,Randau,45168,13:31 WIB,NASA-NOAA20,Medium,24.0,33.8,28.0,0.0,4.0
Kalimantan Barat,SINTANG,Ketungau Hulu,Idai,2023-08-05 00:00:00,12:59 WIB,NASA-NOAA20,Medium,21.8,34.6,27.7,0.0,1.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Tanjung Beulang,45149,12:48 WIB,NASA-NOAA20,Medium,23.3,33.2,27.7,0.0,3.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Sungaijawi,45134,09:58 WIB,NASA-MODIS,Medium,23.6,34.0,27.5,0.0,4.0
Kalimantan Timur,BERAU,Gunung Tabur,Sambakungan,45140,12:16 WIB,NASA-NOAA20,Medium,23.8,35.2,28.8,0.0,2.0
Kalimantan Timur,BERAU,Tabalar,Semurut,45169,13:14 WIB,NASA-NOAA20,Medium,25.1,36.2,29.6,0.0,2.0
Kalimantan Barat,KETAPANG,Marau,Rangkung,45134,13:31 WIB,NASA-MODIS,Medium,24.0,32.6,28.5,0.0,3.0
Kalimantan Barat,KETAPANG,Sandai,Penjawaan,45156,12:16 WIB,NASA-NOAA20,Medium,24.0,34.2,28.1,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Merawa,45132,13:05 WIB,NASA-NOAA20,Medium,24.6,33.6,28.4,0.0,3.0
Kalimantan Barat,KETAPANG,Simpang Dua,Kampar Sebomban,45144,13:57 WIB,NASA-MODIS,Medium,25.1,34.0,28.1,4.9,3.0
Kalimantan Tengah,KOTAWARINGIN TIMUR,Mentaya Hilir Selatan,Sei Ijum Raya,2023-08-27 00:00:00,09:47 WIB,NASA-MODIS,Medium,23.2,34.5,28.5,0.0,2.0
Kalimantan Tengah,BARITO UTARA,Teweh Selatan,Pandran Raya,45137,13:12 WIB,NASA-NOAA20,Medium,22.2,34.0,27.7,0.0,0.0
Kalimantan Barat,KETAPANG,Air Upas,Harapan Baru,2023-06-26 00:00:00,01:11 WIB,NASA-NOAA20,Medium,24.0,32.4,28.0,0.0,2.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Sunge Bengaras,45168,13:31 WIB,NASA-NOAA20,Medium,24.0,33.8,28.0,0.0,4.0
Kalimantan Timur,BERAU,Segah,Gunung Sari,45088,11:51 WIB,NASA-NOAA20,Medium,24.5,35.6,28.2,8888.0,2.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Madu Sari,2023-08-08 00:00:00,01:04 WIB,NASA-NOAA20,Medium,21.5,33.6,26.2,8888.0,2.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Padang Tikar Satu,2023-08-14 00:00:00,00:52 WIB,NASA-NOAA20,Medium,22.7,33.4,26.6,0.0,2.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Besar,45157,13:12 WIB,NASA-MODIS,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Tengah,KOTAWARINGIN TIMUR,Mentawa Baru Ketapang,Bapeang,45165,12:46 WIB,NASA-NOAA20,Medium,23.2,34.5,28.5,0.0,2.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Tengah,45125,13:37 WIB,NASA-NOAA20,Medium,24.8,34.2,28.9,0.0,3.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Mekar Sari,45152,00:52 WIB,NASA-NOAA20,Medium,22.7,33.4,26.6,0.0,2.0
Kalimantan Timur,BERAU,Segah,Pandan Sari,45106,12:53 WIB,NASA-NOAA20,Medium,24.0,35.0,28.3,6.4,1.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Krio Hulu,45168,13:31 WIB,NASA-NOAA20,Medium,24.0,33.8,28.0,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Dua,Kampar Sebomban,45138,12:53 WIB,NASA-NOAA20,Medium,23.6,34.2,28.6,0.0,4.0
Kalimantan Timur,BERAU,Tabalar,Tabalar Muara,45141,11:57 WIB,NASA-NOAA20,Medium,24.0,36.1,29.5,0.0,2.0
Kalimantan Tengah,KOTAWARINGIN TIMUR,Mentawa Baru Ketapang,Kelurahan Pasir Putih,45105,00:32 WIB,NASA-NOAA20,Medium,21.7,34.3,28.0,0.0,1.0
Kalimantan Timur,BERAU,Gunung Tabur,Tasuk,45140,12:48 WIB,NASA-MODIS,Medium,23.8,35.2,28.8,0.0,2.0
Kalimantan Timur,BERAU,Kelay,Long Beliu,45162,12:04 WIB,NASA-NOAA20,Medium,23.8,34.5,27.4,8888.0,1.0
Kalimantan Barat,KETAPANG,Manis Mata,Suak Burung,45134,12:27 WIB,NASA-NOAA20,Medium,24.0,32.6,28.5,0.0,3.0
Kalimantan Barat,KETAPANG,Simpang Dua,Semandang Kanan,45167,13:40 WIB,NASA-MODIS,Medium,23.6,34.8,29.0,0.0,4.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pesaguan Kanan,45148,01:09 WIB,NASA-MODIS,Medium,23.8,33.3,27.9,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Laur,Selangkut Raya,45158,13:20 WIB,NASA-NOAA20,Medium,24.6,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Cinta Manis,45153,13:12 WIB,NASA-NOAA20,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Timur,BERAU,Kelay,Muara Lesan,45158,13:20 WIB,NASA-NOAA20,Medium,23.5,34.3,27.7,0.0,1.0
Kalimantan Barat,SINTANG,Kayan Hilir,Sungai Meraya,2023-06-22 00:00:00,13:25 WIB,NASA-NOAA20,Medium,22.8,34.8,28.3,0.6,1.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Sepauhan Raya,45132,13:44 WIB,NASA-MODIS,Medium,24.6,33.6,28.4,0.0,3.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Botuh Bosi,45134,09:58 WIB,NASA-MODIS,Medium,24.0,32.6,28.5,0.0,3.0
Kalimantan Barat,KETAPANG,Sungai Laur,Kepari,45158,13:20 WIB,NASA-NOAA20,Medium,24.6,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Pemahan,Muara Semayok,45158,13:18 WIB,NASA-NOAA20,Medium,24.6,33.8,28.6,0.0,4.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Sungaibesar,45153,00:32 WIB,NASA-NOAA20,Medium,21.8,34.6,26.5,0.0,2.0
Kalimantan Barat,KETAPANG,Sandai,Demit,45145,13:01 WIB,NASA-MODIS,Medium,24.3,30.0,27.2,1.5,3.0
Kalimantan Barat,MELAWI,Menukung,Sampak,2023-08-20 00:00:00,13:20 WIB,NASA-NOAA20,Medium,25.0,34.4,29.4,0.0,2.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Simpang Tiga Sembelangaan,45136,13:16 WIB,NASA-MODIS,Medium,23.7,33.6,28.3,0.0,4.0
Kalimantan Barat,KETAPANG,Manis Mata,Manis Mata,45106,12:55 WIB,NASA-NOAA20,Medium,24.3,34.3,28.3,0.0,3.0
Kalimantan Timur,BERAU,Pulau Derawan,Tanjung Batu,45092,12:16 WIB,NASA-NOAA20,Medium,25.2,33.4,26.4,0.0,1.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Perigi,45158,13:18 WIB,NASA-NOAA20,Medium,24.6,33.8,28.6,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Limbung,45146,13:44 WIB,NASA-NOAA20,Medium,21.5,33.6,26.2,8888.0,2.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Sungaiasam,45123,12:36 WIB,NASA-NOAA20,Medium,24.2,32.8,27.9,0.0,3.0
Kalimantan Barat,KETAPANG,Sungai Laur,Sempurna,45168,10:13 WIB,NASA-MODIS,Medium,24.0,33.8,28.0,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Limbung,45079,00:20 WIB,NASA-NOAA20,Medium,23.4,34.7,28.6,0.2,2.0
Kalimantan Timur,BERAU,Teluk Bayur,Tumbit Melayu,2023-07-30 00:00:00,13:14 WIB,NASA-NOAA20,Medium,22.2,34.5,27.7,0.0,2.0
Kalimantan Barat,KETAPANG,Sungai Laur,Teluk Mutiara,45139,01:34 WIB,NASA-NOAA20,Medium,24.4,34.2,28.5,0.0,4.0
Kalimantan Barat,KETAPANG,Manis Mata,Suka Ramai,45157,13:37 WIB,NASA-NOAA20,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Timur,BERAU,Segah,Gunung Sari,45149,00:05 WIB,NASA-NOAA20,Medium,23.8,33.0,27.9,0.0,2.0
Kalimantan Barat,SINTANG,Ketungau Tengah,Kubu Berangan,2023-07-26 00:00:00,12:48 WIB,NASA-NOAA20,Medium,23.8,33.6,28.2,0.0,2.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Labai Hilir,45134,13:31 WIB,NASA-MODIS,Medium,24.0,32.6,28.5,0.0,3.0
Kalimantan Barat,KETAPANG,Marau,Karya Baru,45142,13:18 WIB,NASA-NOAA20,Medium,24.4,34.6,29.7,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Tengah,45120,13:31 WIB,NASA-NOAA20,Medium,23.9,31.6,27.6,0.0,2.0
Kalimantan Timur,BERAU,Sambaliung,Pegat Bukur,45101,12:48 WIB,NASA-NOAA20,Medium,24.6,33.8,28.2,0.8,1.0
Kalimantan Barat,SINTANG,Ketungau Hilir,Beluh Mulyo,2023-06-23 00:00:00,13:05 WIB,NASA-NOAA20,Medium,24.6,34.0,27.8,1.4,1.0
Kalimantan Barat,KETAPANG,Manis Mata,Pelempangan,45159,12:59 WIB,NASA-NOAA20,Medium,24.3,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Laur,Tanjung Beringin,45156,12:16 WIB,NASA-NOAA20,Medium,24.0,34.2,28.1,0.0,4.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Cinta Manis,45169,13:25 WIB,NASA-MODIS,Medium,24.1,33.6,28.5,0.0,4.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Sungaibesar,45134,13:31 WIB,NASA-MODIS,Medium,23.6,34.0,27.5,0.0,4.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pematang Gadung,45138,12:55 WIB,NASA-NOAA20,Medium,23.6,34.2,28.6,0.0,4.0
Kalimantan Barat,KUBU RAYA,Kubu,Seruat Dua,45134,13:31 WIB,NASA-MODIS,Medium,23.6,34.0,27.5,0.0,4.0
Kalimantan Tengah,KOTAWARINGIN BARAT,Kumai,Sungai Bakau,45132,13:05 WIB,NASA-NOAA20,Medium,23.0,32.7,27.4,0.0,2.0
Kalimantan Tengah,KOTAWARINGIN BARAT,Kotawaringin Lama,Rungun,45138,21:44 WIB,NASA-MODIS,Medium,23.0,33.0,27.4,0.0,2.0
Kalimantan Timur,BERAU,Tabalar,Tubaan,45162,01:02 WIB,NASA-NOAA20,Medium,23.8,34.5,27.4,8888.0,1.0
Kalimantan Barat,KETAPANG,Benua Kayong,Negeri Baru,45143,13:14 WIB,NASA-MODIS,Medium,24.9,34.2,28.4,0.0,3.0
Kalimantan Barat,KUBU RAYA,Kuala Mandor B,Sungai Enau,45161,01:21 WIB,NASA-NOAA20,Medium,23.6,29.2,24.8,0.0,2.0
Kalimantan Tengah,KOTA PALANGKARAYA,Sabangau,Kelurahan Kalampangan,45169,13:25 WIB,NASA-MODIS,Medium,22.8,35.4,28.4,0.6,3.0
Kalimantan Barat,KUBU RAYA,Sungai Ambawang,Simpang Kanan,45132,13:05 WIB,NASA-NOAA20,Medium,23.6,33.8,27.4,0.0,2.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Balai Pinang Hulu,45169,13:25 WIB,NASA-MODIS,Medium,24.1,33.6,28.5,0.0,4.0
Kalimantan Barat,KETAPANG,Air Upas,Harapan Baru,45134,13:31 WIB,NASA-MODIS,Medium,24.0,32.6,28.5,0.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Nanjung,45153,09:49 WIB,NASA-MODIS,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Lubuk Kakap,45157,13:37 WIB,NASA-NOAA20,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Tengah,KOTAWARINGIN TIMUR,Mentaya Hilir Selatan,Kelurahan Samuda Kota,45150,09:24 WIB,NASA-MODIS,Medium,18.2,32.2,24.5,0.0,1.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Teluk Runjai,2023-07-25 00:00:00,13:05 WIB,NASA-NOAA20,Medium,24.6,33.6,28.4,0.0,3.0
Kalimantan Barat,KETAPANG,Manis Mata,Silat,45168,13:31 WIB,NASA-NOAA20,Medium,24.0,33.8,28.0,0.0,4.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Ambarawa,45153,13:12 WIB,NASA-NOAA20,Medium,21.8,34.6,26.5,0.0,2.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Riam Dadap,45157,13:12 WIB,NASA-MODIS,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Laur,Tanjung Maju,45101,13:22 WIB,NASA-MODIS,Medium,24.2,32.6,28.3,0.0,2.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Sekukun,45158,13:18 WIB,NASA-NOAA20,Medium,24.6,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Manis Mata,Silat,2023-08-20 00:00:00,13:18 WIB,NASA-NOAA20,Medium,24.6,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Senduruhan,45132,13:05 WIB,NASA-NOAA20,Medium,24.6,33.6,28.4,0.0,3.0
Kalimantan Timur,BERAU,Segah,Bukit Makmur,45139,12:36 WIB,NASA-NOAA20,Medium,24.2,35.5,28.6,0.0,2.0
Kalimantan Timur,BERAU,Segah,Bukit Makmur,45117,12:48 WIB,NASA-NOAA20,Medium,23.4,34.6,27.7,0.0,1.0
Kalimantan Barat,KETAPANG,Sandai,Demit,45147,13:25 WIB,NASA-NOAA20,Medium,23.5,33.4,28.1,0.0,3.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Cegolak,45141,13:29 WIB,NASA-MODIS,Medium,22.9,34.0,27.6,7.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Nanjung,45133,21:37 WIB,NASA-MODIS,Medium,24.5,33.2,28.3,0.0,3.0
Kalimantan Timur,BERAU,Biduk-Biduk,Pantai Harapan,45139,12:36 WIB,NASA-NOAA20,Medium,24.2,35.5,28.6,0.0,2.0
Kalimantan Timur,BERAU,Segah,Siduung Indah,45159,12:59 WIB,NASA-NOAA20,Medium,24.0,34.9,27.6,27.4,1.0
Kalimantan Tengah,BARITO SELATAN,Jenamas,Tabatan,45158,13:18 WIB,NASA-NOAA20,Medium,23.8,34.8,28.5,0.0,1.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Semantun,45152,13:31 WIB,NASA-NOAA20,Medium,23.3,33.0,27.4,0.0,3.0
Kalimantan Barat,KETAPANG,Kendawangan,Pangkalan Batu,2023-08-29 00:00:00,01:11 WIB,NASA-NOAA20,Medium,23.6,34.8,29.0,0.0,4.0
Kalimantan Barat,KUBU RAYA,Kuala Mandor B,Kuala Mandor B,45123,12:36 WIB,NASA-NOAA20,Medium,24.2,32.8,27.9,0.0,3.0
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Besar,45151,10:04 WIB,NASA-MODIS,Medium,21.8,34.6,26.6,0.0,2.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Batu Lapis,45142,13:20 WIB,NASA-NOAA20,Medium,24.4,34.6,29.7,0.0,4.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Tanjungharapan,45153,13:42 WIB,NASA-MODIS,Medium,21.8,34.6,26.5,0.0,2.0
Kalimantan Barat,KETAPANG,Sandai,Randau Jungkal,45157,13:12 WIB,NASA-MODIS,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Melayu Rayak,Piansak,45078,13:18 WIB,NASA-NOAA20,Medium,25.6,33.8,29.4,0.0,3.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Tumbang Titi,45148,13:05 WIB,NASA-NOAA20,Medium,23.8,33.3,27.9,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Kecil,45158,09:56 WIB,NASA-MODIS,Medium,23.8,34.0,27.7,0.0,3.0
Kalimantan Barat,KETAPANG,Sungai Laur,Bengaras,45155,13:27 WIB,NASA-MODIS,Medium,24.4,33.8,28.0,0.0,3.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Kuala Dua,45156,01:15 WIB,NASA-NOAA20,Medium,23.7,34.0,26.7,0.0,2.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Paoh Concong,45168,13:31 WIB,NASA-NOAA20,Medium,24.0,33.8,28.0,0.0,4.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Batu Lapis,45150,12:27 WIB,NASA-NOAA20,Medium,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,KUBU RAYA,Rasau Jaya,Pematang Tujuh,45134,12:27 WIB,NASA-NOAA20,Medium,23.6,34.0,27.5,0.0,4.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Sekukun,45142,13:20 WIB,NASA-NOAA20,Medium,24.4,34.6,29.7,0.0,4.0
Kalimantan Barat,KETAPANG,Sandai,Muara Jekak,45104,13:50 WIB,NASA-MODIS,Medium,23.9,32.9,27.6,0.0,3.0
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Kecil,45136,09:38 WIB,NASA-MODIS,Medium,22.9,32.5,26.8,0.0,2.0
Kalimantan Tengah,BARITO UTARA,Montallat,Pepas,45125,00:58 WIB,NASA-NOAA20,Medium,22.7,32.1,27.1,0.0,0.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Besar,45107,01:36 WIB,NASA-NOAA20,Medium,24.8,34.4,28.6,0.0,3.0
Kalimantan Tengah,KOTAWARINGIN TIMUR,Mentaya Hulu,Penda Durian,45162,13:25 WIB,NASA-MODIS,Medium,24.3,33.4,27.9,0.7,2.0
Kalimantan Barat,KETAPANG,Kendawangan,Banjar Sari,2023-07-29 00:00:00,13:31 WIB,NASA-NOAA20,Medium,23.7,33.6,28.3,0.0,4.0
Kalimantan Barat,KETAPANG,Sandai,Petai Patah,45139,12:33 WIB,NASA-NOAA20,Medium,24.4,34.2,28.5,0.0,4.0
Kalimantan Barat,KETAPANG,Sandai,Randau,45147,13:25 WIB,NASA-NOAA20,Medium,23.5,33.4,28.1,0.0,3.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Riam Dadap,45148,13:29 WIB,NASA-MODIS,Medium,23.8,33.3,27.9,0.0,4.0
Kalimantan Barat,MELAWI,Menukung,Sungai Sampuk,2023-08-31 00:00:00,13:12 WIB,NASA-NOAA20,Medium,24.6,34.9,29.1,0.0,2.0
Kalimantan Timur,BERAU,Gunung Tabur,Kelurahan Gunung Tabur,45140,12:16 WIB,NASA-NOAA20,Medium,23.8,35.2,28.8,0.0,2.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Pangkalan Suka,45156,12:16 WIB,NASA-NOAA20,Medium,24.0,34.2,28.1,0.0,4.0
Kalimantan Tengah,KOTAWARINGIN BARAT,Kumai,Kubu,45158,13:18 WIB,NASA-NOAA20,Medium,23.0,33.2,27.4,0.0,2.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Labai Hilir,45151,13:57 WIB,NASA-MODIS,Medium,22.6,33.2,27.2,0.0,3.0
Kalimantan Barat,KETAPANG,Sandai,Sandai,45167,13:50 WIB,NASA-NOAA20,Medium,23.6,34.8,29.0,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Dua,Gema,45142,13:20 WIB,NASA-NOAA20,Medium,24.4,34.6,29.7,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Laur,Kepari,45169,13:25 WIB,NASA-MODIS,Medium,24.1,33.6,28.5,0.0,4.0
Kalimantan Barat,KETAPANG,Kendawangan,Air Tarap,45106,12:55 WIB,NASA-NOAA20,Medium,24.3,34.3,28.3,0.0,3.0
Kalimantan Barat,KUBU RAYA,Terentang,Sungai Radak Satu,45079,12:59 WIB,NASA-NOAA20,Medium,23.4,34.7,28.6,0.2,2.0
Kalimantan Barat,KUBU RAYA,Teluk Pakedai,Teluk Pakedai Hulu,45134,12:27 WIB,NASA-NOAA20,Medium,23.6,34.0,27.5,0.0,4.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Batu Mas,45105,09:51 WIB,NASA-MODIS,Medium,24.4,34.6,28.9,0.0,3.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Legong,45155,12:33 WIB,NASA-NOAA20,Medium,24.4,33.8,28.0,0.0,3.0
Kalimantan Timur,BERAU,Segah,Gunung Sari,45119,12:10 WIB,NASA-NOAA20,Medium,23.0,34.1,27.8,0.0,2.0
Kalimantan Timur,BERAU,Tabalar,Tabalar Muara,45160,12:42 WIB,NASA-NOAA20,Medium,24.2,33.8,28.1,0.3,1.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Pangkalan Teluk,45169,13:12 WIB,NASA-NOAA20,Medium,24.1,33.6,28.5,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Semandang Hulu,45158,13:20 WIB,NASA-NOAA20,Medium,24.6,33.8,28.6,0.0,4.0
