Provinsi;Kab Kota;Kecamatan;Desa;Tanggal;Waktu;Satelit;Confidence;Latitude;Longitude;Pulau;Kab Kota Normalized;TN;TX;TAVG;RR;FF_AVG
Kalimantan Barat;KETAPANG;Hulu Sungai;Krio Hulu;29/08/2023;12:10 WIB;NASA-NOAA20;Medium;-0.83934;11081409.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;KETAPANG;Simpang Dua;Mekar Raya;29/08/2023;13:50 WIB;NASA-NOAA20;Medium;-0.87233;11034931.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nanga Oran;29/08/2023;12:10 WIB;NASA-NOAA20;Medium;-0.12671;11213575.0;Kalimantan;sintang;24.8;34.0;27.9;0.0;1.0
Kalimantan Barat;KETAPANG;Kendawangan;Pangkalan Batu;29/08/2023;01:11 WIB;NASA-NOAA20;Medium;-208625.0;11038824.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;KUBU RAYA;Rasau Jaya;Rasau Jaya Umum;29/08/2023;13:50 WIB;NASA-NOAA20;Medium;-0.19277;10934299.0;Kalimantan;kubu raya;23.3;34.6;28.6;0.8;2.0
Kalimantan Barat;KUBU RAYA;Kuala Mandor B;Retok;29/08/2023;13:40 WIB;NASA-MODIS;Medium;0.21959;10944081.0;Kalimantan;kubu raya;23.3;34.6;28.6;0.8;2.0
Kalimantan Barat;SAMBAS;Jawai;Sarang Burung Kuala;29/08/2023;13:50 WIB;NASA-NOAA20;Medium;138289.0;10912932.0;Kalimantan;sambas;24.7;35.6;29.0;0.0;2.0
Kalimantan Barat;KETAPANG;Simpang Dua;Semandang Kanan;29/08/2023;13:40 WIB;NASA-MODIS;Medium;-0.7998;11035066.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;SAMBAS;Galing;Tempapan Hulu;29/08/2023;21:52 WIB;NASA-MODIS;Medium;167723.0;10933035.0;Kalimantan;sambas;24.7;35.6;29.0;0.0;2.0
Kalimantan Barat;KUBU RAYA;Sungai Ambawang;Bengkarek;30/06/2023;12:36 WIB;NASA-NOAA20;Medium;-0.21763;10957269.0;Kalimantan;kubu raya;25.0;34.5;27.5;0.0;2.0
Kalimantan Barat;SINTANG;Kayan Hulu;Entogong;30/07/2023;13:14 WIB;NASA-NOAA20;Medium;-0.15295;11206249.0;Kalimantan;sintang;21.6;33.4;26.9;0.0;2.0
Kalimantan Barat;MELAWI;Pinoh Utara;Kompas Raya;30/07/2023;13:14 WIB;NASA-NOAA20;Medium;-0.30837;11174814.0;Kalimantan;melawi;22.4;33.2;27.1;;2.0
Kalimantan Barat;MELAWI;Menukung;Lihai;30/07/2023;13:12 WIB;NASA-NOAA20;Medium;-0.41518;11219618.0;Kalimantan;melawi;22.4;33.2;27.1;;2.0
Kalimantan Barat;SAMBAS;Tebas;Maribas;30/07/2023;01:38 WIB;NASA-MODIS;Medium;109087.0;1091249.0;Kalimantan;sambas;23.2;33.0;27.6;0.0;1.0
Kalimantan Barat;SAMBAS;Paloh;Nibung;30/07/2023;13:59 WIB;NASA-MODIS;Medium;17115.0;10934856.0;Kalimantan;sambas;23.2;33.0;27.6;0.0;1.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Penyarang;30/07/2023;13:12 WIB;NASA-NOAA20;Medium;-201919.0;11097713.0;Kalimantan;ketapang;23.0;33.8;28.2;0.0;4.0
Kalimantan Barat;SAMBAS;Semparuk;Sepinggan;30/07/2023;00:32 WIB;NASA-NOAA20;Medium;109104.0;10911888.0;Kalimantan;sambas;23.2;33.0;27.6;0.0;1.0
Kalimantan Timur;BERAU;Teluk Bayur;Tumbit Melayu;30/07/2023;13:14 WIB;NASA-NOAA20;Medium;197534.0;11721253.0;Kalimantan;berau;22.2;34.5;27.7;0.0;2.0
Kalimantan Barat;MELAWI;Sayan;Bora;30/08/2023;13:31 WIB;NASA-NOAA20;Medium;-0.63118;11175723.0;Kalimantan;melawi;24.4;34.5;29.0;0.0;1.0
Kalimantan Utara;BULUNGAN;Tanjung Selor;Gunung Seriang;30/08/2023;11:51 WIB;NASA-NOAA20;High;263218.0;11737927.0;Kalimantan;bulungan;25.4;35.8;29.3;;2.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Kota Besi;Hanjalipan;30/08/2023;00:52 WIB;NASA-NOAA20;Medium;-22199.0;1127367.0;Kalimantan;kotawaringin timur;22.5;34.7;28.2;;2.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Baamang;Kelurahan Baamang Barat;30/08/2023;00:52 WIB;NASA-NOAA20;Medium;-250297.0;11293869.0;Kalimantan;kotawaringin timur;22.5;34.7;28.2;;2.0
Kalimantan Timur;BERAU;Gunung Tabur;Kelurahan Gunung Tabur;30/08/2023;12:42 WIB;NASA-MODIS;High;224414.0;1175184.0;Kalimantan;berau;24.0;36.2;29.2;0.0;2.0
Kalimantan Utara;BULUNGAN;Tanjung Palas;Kelurahan Tanjung Palas Hilir;30/08/2023;12:42 WIB;NASA-MODIS;High;286788.0;11730634.0;Kalimantan;bulungan;25.4;35.8;29.3;;2.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Limpang;30/08/2023;13:31 WIB;NASA-NOAA20;Medium;-187331.0;11081396.0;Kalimantan;ketapang;24.0;33.8;28.0;0.0;4.0
Kalimantan Utara;BULUNGAN;Peso Hilir;Long Tungu;30/08/2023;11:51 WIB;NASA-NOAA20;High;282422.0;11706364.0;Kalimantan;bulungan;25.4;35.8;29.3;;2.0
Kalimantan Utara;BULUNGAN;Tanjung Palas Barat;Mara Hilir;30/08/2023;11:51 WIB;NASA-NOAA20;High;27678.0;11725644.0;Kalimantan;bulungan;25.4;35.8;29.3;;2.0
Kalimantan Barat;KETAPANG;Sandai;Pendamaran Indah;30/08/2023;13:31 WIB;NASA-NOAA20;Medium;-104408.0;11058839.0;Kalimantan;ketapang;24.0;33.8;28.0;0.0;4.0
Kalimantan Utara;BULUNGAN;Tanjung Palas Timur;Pura Sajau;30/08/2023;11:51 WIB;NASA-NOAA20;High;266805.0;11762822.0;Kalimantan;bulungan;25.4;35.8;29.3;;2.0
Kalimantan Utara;BULUNGAN;Tanjung Palas Timur;Sajau;30/08/2023;11:51 WIB;NASA-NOAA20;High;26018.0;11754926.0;Kalimantan;bulungan;25.4;35.8;29.3;;2.0
Kalimantan Timur;BERAU;Gunung Tabur;Samburakat;30/08/2023;11:51 WIB;NASA-NOAA20;High;220135.0;11757343.0;Kalimantan;berau;24.0;36.2;29.2;0.0;2.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Mentaya Hilir Selatan;Sebamban;30/08/2023;00:52 WIB;NASA-NOAA20;Medium;-293057.0;11291398.0;Kalimantan;kotawaringin timur;22.5;34.7;28.2;;2.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;30/08/2023;13:31 WIB;NASA-NOAA20;Medium;-121555.0;11075985.0;Kalimantan;ketapang;24.0;33.8;28.0;0.0;4.0
Kalimantan Timur;BERAU;Pulau Derawan;Teluk Semanting;30/08/2023;12:42 WIB;NASA-MODIS;High;225638.0;11798073.0;Kalimantan;berau;24.0;36.2;29.2;0.0;2.0
Kalimantan Utara;BULUNGAN;Tanjung Palas Timur;Wonomulyo;30/08/2023;11:51 WIB;NASA-NOAA20;High;269328.0;11756416.0;Kalimantan;bulungan;25.4;35.8;29.3;;2.0
Kalimantan Timur;BERAU;Segah;Gunung Sari;31/07/2023;00:11 WIB;NASA-NOAA20;Medium;204765.0;11716271.0;Kalimantan;berau;22.8;36.5;27.8;0.0;2.0
Kalimantan Tengah;BARITO SELATAN;Jenamas;Kelurahan Rantau Kujang;31/07/2023;12:55 WIB;NASA-NOAA20;Medium;-245972.0;11489788.0;Kalimantan;barito selatan;;;;;
Kalimantan Utara;NUNUKAN;Krayan Tengah;Long Padi;31/07/2023;13:03 WIB;NASA-MODIS;High;371324.0;11584149.0;Kalimantan;nunukan;25.4;32.3;28.0;0.0;2.0
Kalimantan Barat;KETAPANG;Kendawangan;Mekar Utama;31/07/2023;00:13 WIB;NASA-NOAA20;Medium;-230603.0;11027119.0;Kalimantan;ketapang;23.6;34.2;28.6;0.0;4.0
Kalimantan Barat;SAMBAS;Subah;Mensade;31/07/2023;13:03 WIB;NASA-MODIS;Medium;112744.0;10947531.0;Kalimantan;sambas;23.2;34.2;27.9;0.0;1.0
Kalimantan Barat;SINTANG;Ketungau Hulu;Muakan Petinggi;31/07/2023;12:53 WIB;NASA-NOAA20;Medium;0.86462;11089959.0;Kalimantan;sintang;21.2;34.2;27.4;0.0;1.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Mungguk Gelombang;31/07/2023;13:03 WIB;NASA-MODIS;Medium;0.87949;11140173.0;Kalimantan;sintang;21.2;34.2;27.4;0.0;1.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Nanga Kelapan;31/07/2023;13:03 WIB;NASA-MODIS;Medium;0.91144;11140745.0;Kalimantan;sintang;21.2;34.2;27.4;0.0;1.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nanga Masau;31/07/2023;13:03 WIB;NASA-MODIS;Medium;-0.17079;11231256.0;Kalimantan;sintang;21.2;34.2;27.4;0.0;1.0
Kalimantan Barat;MELAWI;Belimbing;Tekaban;31/07/2023;13:03 WIB;NASA-MODIS;Medium;-0.381;11156619.0;Kalimantan;melawi;22.7;34.2;27.9;0.0;1.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Telaga Antang;Tumbang Sangai;31/07/2023;12:55 WIB;NASA-NOAA20;Medium;-182599.0;11254446.0;Kalimantan;kotawaringin timur;;33.9;28.1;;2.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Mentaya Hilir Selatan;Basirih Hulu;31/08/2023;21:33 WIB;NASA-MODIS;High;-284591.0;11289692.0;Kalimantan;kotawaringin timur;23.8;34.0;28.2;;2.0
Kalimantan Timur;BERAU;Gunung Tabur;Batu-Batu;31/08/2023;21:33 WIB;NASA-MODIS;Medium;224236.0;11784114.0;Kalimantan;berau;25.1;36.2;29.6;0.0;2.0
Kalimantan Barat;MELAWI;Ella Hilir;Kahiya;31/08/2023;13:12 WIB;NASA-NOAA20;Medium;-0.59682;11196152.0;Kalimantan;melawi;24.6;34.9;29.1;0.0;2.0
Kalimantan Barat;SINTANG;Kayan Hilir;Karya Baru;31/08/2023;13:12 WIB;NASA-NOAA20;Medium;-0.05839;11196218.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Kayu Dujung;31/08/2023;13:25 WIB;NASA-MODIS;Medium;0.76986;1116974.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Tengah;KOTA PALANGKARAYA;Sabangau;Kelurahan Danau Tundai;31/08/2023;13:25 WIB;NASA-MODIS;Medium;-22287.0;11402955.0;Kalimantan;kota palangkaraya;22.8;35.4;28.4;0.6;3.0
Kalimantan Tengah;BARITO SELATAN;Dusun Hilir;Kelurahan Mengkatip;31/08/2023;00:32 WIB;NASA-NOAA20;Medium;-217763.0;11484721.0;Kalimantan;barito selatan;24.0;35.0;28.9;0.0;1.0
Kalimantan Utara;BULUNGAN;Tanjung Palas;Kelurahan Tanjung Palas Hilir;31/08/2023;13:14 WIB;NASA-NOAA20;High;290601.0;1172867.0;Kalimantan;bulungan;24.2;35.4;28.8;12.9;2.0
Kalimantan Utara;BULUNGAN;Peso;Lepak Aru;31/08/2023;13:14 WIB;NASA-NOAA20;High;290952.0;11673127.0;Kalimantan;bulungan;24.2;35.4;28.8;12.9;2.0
Kalimantan Utara;BULUNGAN;Tanjung Palas Barat;Long Pari;31/08/2023;13:14 WIB;NASA-NOAA20;High;289732.0;11717825.0;Kalimantan;bulungan;24.2;35.4;28.8;12.9;2.0
Kalimantan Timur;BERAU;Gunung Tabur;Maluang;31/08/2023;13:14 WIB;NASA-NOAA20;Medium;222778.0;11753286.0;Kalimantan;berau;25.1;36.2;29.6;0.0;2.0
Kalimantan Barat;KETAPANG;Sandai;Merimbang Jaya;31/08/2023;13:25 WIB;NASA-MODIS;Medium;-107706.0;11059314.0;Kalimantan;ketapang;24.1;33.6;28.5;0.0;4.0
Kalimantan Barat;SINTANG;Serawai;Meroboi;31/08/2023;13:12 WIB;NASA-NOAA20;Medium;-0.45194;11268183.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Tengah;BARITO SELATAN;Gunung Bintang Awai;Patas I;31/08/2023;13:25 WIB;NASA-MODIS;High;-15284.0;11520761.0;Kalimantan;barito selatan;24.0;35.0;28.9;0.0;1.0
Kalimantan Tengah;BARITO UTARA;Gunung Timang;Pelari;31/08/2023;13:12 WIB;NASA-NOAA20;Medium;-119966.0;11520425.0;Kalimantan;barito utara;24.5;34.4;28.8;0.0;0.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Telawang;Sebabi;31/08/2023;13:25 WIB;NASA-MODIS;Medium;-240204.0;11245043.0;Kalimantan;kotawaringin timur;23.8;34.0;28.2;;2.0
Kalimantan Barat;SAMBAS;Selakau Timur;Selakau Tua;31/08/2023;13:14 WIB;NASA-NOAA20;Medium;103869.0;10908179.0;Kalimantan;sambas;23.6;34.1;28.7;0.0;2.0
Kalimantan Timur;BERAU;Tabalar;Semurut;31/08/2023;13:14 WIB;NASA-NOAA20;Medium;179296.0;11788867.0;Kalimantan;berau;25.1;36.2;29.6;0.0;2.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Pulau Hanaut;Serambut;31/08/2023;00:32 WIB;NASA-NOAA20;Medium;-296805.0;11307572.0;Kalimantan;kotawaringin timur;23.8;34.0;28.2;;2.0
Kalimantan Barat;KUBU RAYA;Kubu;Seruat Dua;31/08/2023;13:12 WIB;NASA-NOAA20;Medium;-0.45367;10917183.0;Kalimantan;kubu raya;23.8;34.2;28.0;0.0;3.0
Kalimantan Barat;SINTANG;Kelam Permai;Sungai Labi;31/08/2023;13:25 WIB;NASA-MODIS;Medium;0.1474;11191172.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Barat;MELAWI;Menukung;Sungai Sampuk;31/08/2023;13:12 WIB;NASA-NOAA20;Medium;-0.37803;11232504.0;Kalimantan;melawi;24.6;34.9;29.1;0.0;2.0
Kalimantan Barat;SINTANG;Ketungau Hulu;Sungai Seria;31/08/2023;13:25 WIB;NASA-MODIS;Medium;0.85189;11086475.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Utara;BULUNGAN;Tanjung Palas Timur;Tanjung Agung;31/08/2023;13:14 WIB;NASA-NOAA20;High;270612.0;11748325.0;Kalimantan;bulungan;24.2;35.4;28.8;12.9;2.0
Kalimantan Barat;SINTANG;Sepauk;Temawang Bulai;31/08/2023;13:12 WIB;NASA-NOAA20;Medium;-0.44254;1112383.0;Kalimantan;sintang;22.6;35.0;28.7;0.0;1.0
Kalimantan Timur;BERAU;Segah;Tepian Buah;31/08/2023;13:14 WIB;NASA-NOAA20;Medium;211408.0;11706973.0;Kalimantan;berau;25.1;36.2;29.6;0.0;2.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Antang Kalang;Tumbang Hejan;31/08/2023;13:25 WIB;NASA-MODIS;High;-134823.0;1125314.0;Kalimantan;kotawaringin timur;23.8;34.0;28.2;;2.0
